-1.61999		0.230413
-1.60999		0.216609
-1.59999		0.199706
-1.58999		0.222307
-1.57999		0.260313
-1.56999		0.247767
-1.55999		0.215343
-1.54999		0.21951
-1.53999		0.274708
-1.52999		0.373941
-1.51999		0.428624
-1.50999		0.374296
-1.49999		0.323464
-1.48999		0.322292
-1.47999		0.303888
-1.46999		0.262063
-1.45999		0.256477
-1.44999		0.270157
-1.43999		0.233153
-1.42999		0.172347
-1.41999		0.133242
-1.40999		0.115201
-1.39999		0.111568
-1.38999		0.120201
-1.37999		0.143745
-1.36999		0.190532
-1.35999		0.271919
-1.34999		0.370099
-1.33999		0.421231
-1.32999		0.414358
-1.31999		0.408533
-1.30999		0.444769
-1.29999		0.42406
-1.28999		0.315532
-1.27999		0.217481
-1.26999		0.160174
-1.25999		0.130246
-1.24999		0.116452
-1.23999		0.113568
-1.22999		0.120282
-1.21999		0.13845
-1.20999		0.174007
-1.19999		0.238769
-1.18999		0.342981
-1.17999		0.456258
-1.16999		0.54211
-1.15999		0.563178
-1.14999		0.499097
-1.13999		0.415798
-1.12999		0.319684
-1.11999		0.260436
-1.10999		0.251831
-1.09999		0.288537
-1.08999		0.339194
-1.07999		0.348782
-1.06999		0.363482
-1.05999		0.402243
-1.04999		0.412691
-1.03999		0.399091
-1.02999		0.354348
-1.01999		0.337687
-1.00999		0.377433
-0.999993		0.419954
-0.989993		0.425398
-0.979993		0.395616
-0.969993		0.366062
-0.959993		0.394544
-0.949993		0.440895
-0.939993		0.422429
-0.929993		0.342449
-0.919993		0.279179
-0.909993		0.269202
-0.899993		0.299307
-0.889993		0.306936
-0.879993		0.270504
-0.869993		0.257439
-0.859993		0.295758
-0.849993		0.376832
-0.839993		0.425465
-0.829993		0.377953
-0.819993		0.299911
-0.809993		0.266857
-0.799993		0.284428
-0.789993		0.30744
-0.779993		0.277457
-0.769993		0.244582
-0.759993		0.252632
-0.749993		0.302845
-0.739993		0.353408
-0.729993		0.364257
-0.719993		0.377718
-0.709993		0.366273
-0.699993		0.35
-0.689993		0.382206
-0.679993		0.424352
-0.669993		0.452983
-0.659993		0.504018
-0.649993		0.475014
-0.639993		0.365943
-0.629993		0.291994
-0.619993		0.2721
-0.609993		0.30122
-0.599993		0.386386
-0.589993		0.519187
-0.579993		0.610444
-0.569993		0.624336
-0.559993		0.594573
-0.549993		0.495025
-0.539993		0.403785
-0.529993		0.383603
-0.519993		0.421019
-0.509993		0.450362
-0.499993		0.464649
-0.489993		0.480415
-0.479993		0.483551
-0.469993		0.51252
-0.459993		0.540103
-0.449993		0.612341
-0.439993		0.743567
-0.429993		0.806231
-0.419993		0.784921
-0.409993		0.730682
-0.399993		0.646518
-0.389993		0.572198
-0.379993		0.506091
-0.369993		0.446796
-0.359993		0.453438
-0.349993		0.541652
-0.339993		0.668236
-0.329993		0.748482
-0.319993		0.741592
-0.309993		0.752296
-0.299993		0.754821
