0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		-nan(ind)		-nan(ind)
0.004		-nan(ind)		-nan(ind)
0.005		8.93362		9.98514
0.006		9.69949		10.9737
0.007		9.98571		11.4129
0.008		10.0363		11.568
0.009		9.97408		11.5777
0.01		9.85923		11.513
0.011		9.72139		11.4102
0.012		9.57512		11.2882
0.013		9.42734		11.1568
0.014		9.28107		11.0207
0.015		9.13737		10.8824
0.016		8.99639		10.7427
0.017		8.85786		10.6021
0.018		8.72144		10.4606
0.019		8.5868		10.3184
0.02		8.45367		10.1755
0.021		8.32191		10.0321
0.022		8.19145		9.88825
0.023		8.06227		9.74427
0.024		7.93442		9.60038
0.025		7.80798		9.45686
0.026		7.68305		9.31396
0.027		7.55973		9.17196
0.028		7.43812		9.03108
0.029		7.31833		8.89156
0.03		7.20045		8.7536
0.031		7.08455		8.61736
0.032		6.9707		8.48302
0.033		6.85896		8.35069
0.034		6.74937		8.22049
0.035		6.64195		8.09251
0.036		6.53674		7.9668
0.037		6.43373		7.84343
0.038		6.33292		7.72243
0.039		6.23431		7.60382
0.04		6.13789		7.48762
0.041		6.04362		7.37383
0.042		5.95149		7.26243
0.043		5.86147		7.15342
0.044		5.77351		7.04677
0.045		5.68759		6.94245
0.046		5.60367		6.84044
0.047		5.5217		6.74069
0.048		5.44164		6.64318
0.049		5.36345		6.54784
0.05		5.28709		6.45465
0.051		5.2125		6.36356
0.052		5.13965		6.27453
0.053		5.0685		6.18749
0.054		4.99899		6.10242
0.055		4.93108		6.01926
0.056		4.86474		5.93797
0.057		4.79991		5.85849
0.058		4.73656		5.78079
0.059		4.67465		5.70482
0.06		4.61414		5.63052
0.061		4.55498		5.55787
0.062		4.49714		5.4868
0.063		4.44058		5.41729
0.064		4.38527		5.34929
0.065		4.33117		5.28276
0.066		4.27825		5.21765
0.067		4.22647		5.15394
0.068		4.1758		5.09158
0.069		4.12621		5.03053
0.07		4.07767		4.97077
0.071		4.03015		4.91224
0.072		3.98362		4.85493
0.073		3.93806		4.7988
0.074		3.89343		4.74381
0.075		3.84971		4.68994
0.076		3.80688		4.63715
0.077		3.76491		4.58542
0.078		3.72378		4.53472
0.079		3.68346		4.48501
0.08		3.64394		4.43628
0.081		3.60519		4.3885
0.082		3.56718		4.34163
0.083		3.52991		4.29567
0.084		3.49335		4.25058
0.085		3.45748		4.20635
0.086		3.42229		4.16294
0.087		3.38775		4.12034
0.088		3.35386		4.07853
0.089		3.32058		4.03749
0.09		3.28791		3.99719
0.091		3.25584		3.95762
0.092		3.22434		3.91877
0.093		3.1934		3.88061
0.094		3.16301		3.84312
0.095		3.13316		3.80629
0.096		3.10382		3.77011
0.097		3.075		3.73455
0.098		3.04667		3.6996
0.099		3.01882		3.66526
0.1		2.99145		3.63149
0.101		2.96453		3.5983
0.102		2.93807		3.56566
0.103		2.91205		3.53356
0.104		2.88645		3.50199
0.105		2.86127		3.47094
0.106		2.8365		3.4404
0.107		2.81214		3.41035
0.108		2.78816		3.38078
0.109		2.76456		3.35168
0.11		2.74134		3.32305
0.111		2.71848		3.29486
0.112		2.69598		3.26712
0.113		2.67382		3.23981
0.114		2.65201		3.21292
0.115		2.63053		3.18644
0.116		2.60937		3.16036
0.117		2.58854		3.13468
0.118		2.56801		3.10939
0.119		2.54779		3.08447
0.12		2.52787		3.05992
0.121		2.50825		3.03574
0.122		2.48891		3.01191
0.123		2.46985		2.98842
0.124		2.45106		2.96528
0.125		2.43254		2.94247
0.126		2.41429		2.91998
0.127		2.39629		2.89782
0.128		2.37855		2.87596
0.129		2.36105		2.85442
0.13		2.3438		2.83317
0.131		2.32679		2.81222
0.132		2.31		2.79156
0.133		2.29345		2.77118
0.134		2.27712		2.75108
0.135		2.26101		2.73125
0.136		2.24512		2.71169
0.137		2.22944		2.69239
0.138		2.21396		2.67335
0.139		2.19869		2.65456
0.14		2.18362		2.63601
0.141		2.16874		2.61771
0.142		2.15406		2.59965
0.143		2.13956		2.58182
0.144		2.12525		2.56422
0.145		2.11112		2.54684
0.146		2.09717		2.52969
0.147		2.0834		2.51275
0.148		2.06979		2.49603
0.149		2.05636		2.47951
0.15		2.04309		2.4632
0.151		2.02998		2.44709
0.152		2.01704		2.43118
0.153		2.00425		2.41547
0.154		1.99162		2.39995
0.155		1.97913		2.38461
0.156		1.9668		2.36946
0.157		1.95462		2.35449
0.158		1.94257		2.3397
0.159		1.93067		2.32509
0.16		1.91891		2.31065
0.161		1.90729		2.29638
0.162		1.8958		2.28227
0.163		1.88444		2.26833
0.164		1.87321		2.25455
0.165		1.86211		2.24093
0.166		1.85114		2.22747
0.167		1.84029		2.21415
0.168		1.82956		2.20099
0.169		1.81895		2.18798
0.17		1.80846		2.17512
0.171		1.79809		2.1624
0.172		1.78783		2.14982
0.173		1.77768		2.13738
0.174		1.76765		2.12507
0.175		1.75772		2.1129
0.176		1.7479		2.10087
0.177		1.73818		2.08896
0.178		1.72857		2.07719
0.179		1.71906		2.06554
0.18		1.70966		2.05401
0.181		1.70035		2.04261
0.182		1.69114		2.03133
0.183		1.68202		2.02017
