U/W		 |0>		 |1>		 |2>		 |3>		 |4>		 |5>		 |6>		 |7>		 |8>		 |9>		 |10>		 |11>		 |12>		 |13>		 |14>		
0.0500000000	0.0375769785	2.0539450788	2.0723271280	2.0723271280	0.0624816441	0.0624816441	2.1322387022	2.1322387022	0.1041587508	6.3557125557	6.3557125557	0.9318074027	0.9318074027	-1.3290623685	-1.3290623685	
0.1000000000	0.0955645141	2.1047422001	2.3159676260	2.3159676260	0.2052057732	2.0416225883	2.0416225883	0.2295229428	0.2295229428	6.2160013668	6.4059315829	6.4059315829	0.9882916872	0.9882916872	-1.4225062307	
0.1500000000	0.1580943391	2.1613087676	0.3019225255	2.2938550873	2.2938550873	6.2669723074	2.2951652689	2.2951652689	0.4665604590	0.4665604590	6.4694544796	6.4694544796	1.0086699944	1.0086699944	-1.5740048519	
0.2000000000	0.2215611057	2.2188113595	0.3931432898	2.3665089237	2.3665089237	6.3330914473	2.4369180742	2.4369180742	0.6347101514	0.6347101514	6.5348008032	6.5348008032	1.0747439324	1.0747439324	6.5802334572	
0.2500000000	0.2843393044	2.2758273750	0.4781045013	2.4441679792	2.4441679792	6.4048422847	2.5381695491	2.5381695491	6.5944931542	6.5944931542	0.6443445592	0.6443445592	6.5971867835	6.5942516949	1.2141845232	
0.3000000000	0.3454899438	2.3315409919	0.5563850778	2.5210407060	2.5210407060	6.4793038908	2.6079654960	2.6079654960	6.6453527286	6.6453527286	0.5939501060	0.5939501060	6.6127224896	6.6105397076	1.5062257293	
0.3500000000	0.4044109284	2.3853750852	0.6278650589	2.5952798458	2.5952798458	6.5547382262	2.6573409736	2.6573409736	6.6871602309	6.6871602309	6.6269165793	6.6253787254	0.5561066347	0.5561066347	6.5498799242	
0.4000000000	0.4607084243	2.4368979616	0.6926663825	2.6659882180	2.6659882180	6.6297856023	2.6946308970	2.6946308970	6.7211022082	6.7211022082	6.6398776420	6.6388970478	12.8000000000	12.8000000000	6.5985368316	
0.4500000000	0.5141365786	2.4857921739	0.7510880334	2.7326786966	2.7326786966	6.7032985098	2.7248748690	2.7248748690	6.7487316927	6.7487316927	6.6517191275	6.6512216869	12.8000000000	12.8000000000	6.6440624286	
0.5000000000	0.5645620326	2.5318399600	0.8035451509	2.7951080667	2.7951080667	6.7743161896	2.7508544560	2.7508544560	6.7714760035	6.7714760035	6.6625495665	6.6624716831	12.8000000000	12.8000000000	6.6865355482	
0.5500000000	0.6119387649	2.5749124280	0.8505176620	2.8532012964	2.8532012964	6.8420707916	2.7740613294	2.7740613294	6.7904832273	6.7904832273	6.6724691013	6.6727558030	12.8000000000	12.8000000000	6.7260736092	
0.6000000000	0.6562881218	2.6149586427	0.8925105169	2.9070047201	2.9070047201	6.9059929105	2.7952986702	2.7952986702	6.8066227831	6.8066227831	6.6815685380	6.6821721252	12.8000000000	12.8000000000	6.7628186609	
0.6500000000	0.6976821867	2.6519938410	0.9300252096	2.9566515184	2.9566515184	6.9657067087	6.8205364011	6.8205364011	2.8150101613	2.8150101613	6.6899294709	6.6908084582	12.8000000000	12.8000000000	6.7969272728	
0.7000000000	0.7362298163	2.6860871124	0.9635409813	3.0023344684	3.0023344684	7.0210136054	6.8326946301	6.8326946301	2.8334521776	2.8334521776	6.6976248616	6.6987431087	12.8000000000	12.8000000000	6.8285630836	
0.7500000000	0.7720650549	0.9935036396	2.7173492145	3.0442842401	3.0442842401	7.0718673091	6.8434440360	6.8434440360	12.8000000000	12.8000000000	2.8507828671	2.8507828671	6.7047197897	6.7060457711	6.8578913216	
0.8000000000	0.8053377253	1.0203199703	2.7459211655	3.0827524127	3.0827524127	7.1183442230	6.8530426759	6.8530426759	12.8000000000	12.8000000000	6.7112722423	6.7127784258	2.8671082995	2.8671082995	6.8850748405	
0.8500000000	0.8362059811	1.0443560133	2.7719640941	3.1179985756	3.1179985756	7.1606130531	6.8616855302	6.8616855302	12.8000000000	12.8000000000	6.7173338778	6.7189961919	2.8825065037	2.8825065037	6.9102713316	
0.9000000000	0.8648305827	1.0659378411	2.7956506183	3.1502808883	3.1502808883	7.1989065241	12.8000000000	12.8000000000	6.8695223651	6.8695223651	6.7229507356	6.7247481117	2.8970400494	2.8970400494	6.9336314502	
0.9500000000	0.8913706381	1.0853538399	2.8171578417	3.1798494809	3.1798494809	7.2334969770	12.8000000000	12.8000000000	6.8766701993	6.8766701993	6.7281638806	6.7300778591	2.9107626419	2.9107626419	6.9552976405	
1.0000000000	0.9159805576	1.1028577870	3.2069421094	3.2069421094	2.8366619095	7.2646766151	12.8000000000	12.8000000000	6.8832220204	6.8832220204	6.7330099799	6.7350243707	2.9237225669	2.9237225669	6.9754034917	
1.0500000000	1.1186722556	0.9388079815	3.2317815432	3.2317815432	2.8543339754	7.2927424131	12.8000000000	12.8000000000	6.8892529224	6.8892529224	6.7375218156	6.7396224050	2.9359644732	2.9359644732	6.9940734869	
1.1000000000	1.1329920478	0.9599924734	3.2545742405	3.2545742405	2.8703373796	7.3179852436	12.8000000000	12.8000000000	6.8948244689	6.8948244689	6.7417287370	6.7439030344	2.9475302793	2.9475302793	7.0114230356	
1.1500000000	1.1459874758	0.9796647955	3.2755099500	3.2755099500	2.8848258234	7.3406825467	12.8000000000	12.8000000000	6.7456570593	6.8999878324	6.8999878324	6.7478940785	2.9584596259	2.9584596259	7.0275587075	
1.2000000000	1.1578073955	0.9979466176	3.2947619526	3.2947619526	2.8979423307	7.3610938116	12.8000000000	12.8000000000	6.7493304136	6.7516204834	6.9047860828	6.9047860828	2.9687900970	2.9687900970	7.0425785999	
