0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		5.96126e-27		8.81001e-27
0.004		5.74984e-20		8.50054e-20
0.005		8.47359e-16		1.25282e-15
0.006		4.92345e-13		7.27852e-13
0.007		4.53095e-11		6.69675e-11
0.008		1.32207e-09		1.95344e-09
0.009		1.79733e-08		2.65477e-08
0.01		1.43361e-07		2.11678e-07
0.011		7.76722e-07		1.14644e-06
0.012		3.15108e-06		4.64924e-06
0.013		1.02391e-05		1.51017e-05
0.014		2.79597e-05		4.12227e-05
0.015		6.64564e-05		9.7946e-05
0.016		0.000141158		0.000207972
0.017		0.000273378		0.000402641
0.018		0.000490327		0.000721933
0.019		0.000824529		0.00121361
0.02		0.00131276		0.00193162
0.021		0.00199466		0.00293407
0.022		0.00291114		0.00428085
0.023		0.00410286		0.00603141
0.024		0.00560873		0.0082425
0.025		0.00746466		0.0109664
0.026		0.00970258		0.0142493
0.027		0.0123496		0.0181304
0.028		0.0154276		0.0226407
0.029		0.0189528		0.0278032
0.03		0.022936		0.0336322
0.031		0.0273822		0.040134
0.032		0.0322913		0.0473067
0.033		0.0376584		0.0551412
0.034		0.0434737		0.0636216
0.035		0.0497238		0.0727259
0.036		0.0563915		0.0824268
0.037		0.0634567		0.0926926
0.038		0.0708966		0.103488
0.039		0.0786867		0.114774
0.04		0.0868007		0.12651
0.041		0.0952112		0.138654
0.042		0.10389		0.151162
0.043		0.112809		0.163992
0.044		0.121939		0.177098
0.045		0.131253		0.190438
0.046		0.140723		0.203969
0.047		0.15032		0.217651
0.048		0.16002		0.231444
0.049		0.169798		0.24531
0.05		0.179628		0.259213
0.051		0.189489		0.273119
0.052		0.199359		0.286997
0.053		0.209218		0.300817
0.054		0.219047		0.31455
0.055		0.228828		0.328173
0.056		0.238545		0.341661
0.057		0.248184		0.354995
0.058		0.257732		0.368154
0.059		0.267175		0.381122
0.06		0.276503		0.393884
0.061		0.285706		0.406426
0.062		0.294775		0.418738
0.063		0.303703		0.43081
0.064		0.312482		0.442632
0.065		0.321108		0.454198
0.066		0.329575		0.465504
0.067		0.337878		0.476543
0.068		0.346016		0.487314
0.069		0.353984		0.497814
0.07		0.361782		0.508042
0.071		0.369407		0.517997
0.072		0.37686		0.527681
0.073		0.384138		0.537093
0.074		0.391243		0.546237
0.075		0.398175		0.555113
0.076		0.404935		0.563726
0.077		0.411524		0.572079
0.078		0.417943		0.580174
0.079		0.424194		0.588017
0.08		0.430279		0.595611
0.081		0.436201		0.602961
0.082		0.441961		0.610072
0.083		0.447562		0.616948
0.084		0.453007		0.623595
0.085		0.458297		0.630018
0.086		0.463437		0.636221
0.087		0.468429		0.64221
0.088		0.473275		0.647991
0.089		0.477979		0.653568
0.09		0.482543		0.658947
0.091		0.486971		0.664133
0.092		0.491266		0.669131
0.093		0.49543		0.673946
0.094		0.499467		0.678584
0.095		0.503379		0.683049
0.096		0.507169		0.687347
0.097		0.510841		0.691482
0.098		0.514397		0.695458
0.099		0.517841		0.699281
0.1		0.521174		0.702955
0.101		0.524399		0.706485
0.102		0.52752		0.709874
0.103		0.530539		0.713127
0.104		0.533458		0.716249
0.105		0.536281		0.719243
0.106		0.539009		0.722113
0.107		0.541645		0.724863
0.108		0.544192		0.727496
0.109		0.546651		0.730017
0.11		0.549026		0.732428
0.111		0.551318		0.734734
0.112		0.553529		0.736937
0.113		0.555663		0.739041
0.114		0.557719		0.741048
0.115		0.559702		0.742963
0.116		0.561613		0.744786
0.117		0.563453		0.746523
0.118		0.565224		0.748174
0.119		0.566929		0.749744
0.12		0.568569		0.751233
0.121		0.570146		0.752646
0.122		0.571662		0.753984
0.123		0.573117		0.755249
0.124		0.574515		0.756445
0.125		0.575855		0.757572
0.126		0.577141		0.758634
0.127		0.578373		0.759632
0.128		0.579552		0.760568
0.129		0.580681		0.761444
0.13		0.58176		0.762262
0.131		0.582791		0.763024
0.132		0.583775		0.763731
0.133		0.584713		0.764386
0.134		0.585607		0.764989
0.135		0.586457		0.765542
0.136		0.587265		0.766048
0.137		0.588032		0.766506
0.138		0.588759		0.76692
0.139		0.589447		0.767289
0.14		0.590097		0.767616
0.141		0.590711		0.767901
0.142		0.591288		0.768147
0.143		0.59183		0.768354
0.144		0.592338		0.768523
0.145		0.592813		0.768655
0.146		0.593255		0.768752
0.147		0.593666		0.768815
0.148		0.594046		0.768844
0.149		0.594396		0.768841
0.15		0.594717		0.768807
0.151		0.595009		0.768742
0.152		0.595274		0.768648
0.153		0.595512		0.768525
0.154		0.595724		0.768374
0.155		0.59591		0.768196
0.156		0.596071		0.767992
0.157		0.596208		0.767763
0.158		0.596321		0.767509
0.159		0.596411		0.767231
0.16		0.596479		0.766929
0.161		0.596524		0.766606
0.162		0.596549		0.76626
0.163		0.596552		0.765893
0.164		0.596535		0.765505
0.165		0.596499		0.765098
0.166		0.596443		0.764671
0.167		0.596369		0.764225
0.168		0.596276		0.76376
0.169		0.596166		0.763279
0.17		0.596038		0.762779
0.171		0.595893		0.762263
0.172		0.595732		0.761731
0.173		0.595554		0.761183
0.174		0.595361		0.76062
0.175		0.595153		0.760042
0.176		0.59493		0.75945
0.177		0.594692		0.758843
0.178		0.594441		0.758223
0.179		0.594175		0.75759
0.18		0.593896		0.756944
0.181		0.593604		0.756286
0.182		0.5933		0.755616
0.183		0.592983		0.754934
0.184		0.592654		0.754241
0.185		0.592313		0.753536
0.186		0.591961		0.752822
0.187		0.591597		0.752096
0.188		0.591223		0.751361
0.189		0.590838		0.750616
0.19		0.590443		0.749862
0.191		0.590037		0.749099
0.192		0.589622		0.748326
0.193		0.589198		0.747546
0.194		0.588764		0.746757
0.195		0.588321		0.745959
0.196		0.587869		0.745155
0.197		0.587409		0.744342
0.198		0.58694		0.743522
0.199		0.586463		0.742696
0.2		0.585978		0.741862
0.201		0.585486		0.741022
0.202		0.584986		0.740175
0.203		0.584479		0.739322
0.204		0.583964		0.738463
0.205		0.583443		0.737599
0.206		0.582915		0.736729
0.207		0.582381		0.735853
0.208		0.58184		0.734972
0.209		0.581293		0.734086
0.21		0.580739		0.733195
0.211		0.580181		0.7323
0.212		0.579616		0.7314
0.213		0.579046		0.730495
0.214		0.57847		0.729586
0.215		0.577889		0.728674
0.216		0.577303		0.727757
0.217		0.576713		0.726836
0.218		0.576117		0.725912
0.219		0.575517		0.724985
0.22		0.574912		0.724054
0.221		0.574303		0.723119
0.222		0.573689		0.722182
0.223		0.573072		0.721242
0.224		0.57245		0.720299
0.225		0.571824		0.719353
0.226		0.571195		0.718404
0.227		0.570562		0.717453
0.228		0.569926		0.7165
0.229		0.569286		0.715544
0.23		0.568642		0.714586
0.231		0.567996		0.713626
0.232		0.567346		0.712664
0.233		0.566694		0.7117
0.234		0.566038		0.710734
0.235		0.565379		0.709767
0.236		0.564718		0.708798
0.237		0.564054		0.707827
0.238		0.563388		0.706855
0.239		0.562719		0.705882
0.24		0.562048		0.704907
0.241		0.561374		0.703932
0.242		0.560698		0.702955
0.243		0.56002		0.701977
0.244		0.55934		0.700998
0.245		0.558658		0.700018
0.246		0.557974		0.699037
0.247		0.557288		0.698056
0.248		0.556601		0.697074
0.249		0.555911		0.696091
0.25		0.55522		0.695107
0.251		0.554528		0.694124
0.252		0.553834		0.693139
0.253		0.553138		0.692155
0.254		0.552441		0.69117
0.255		0.551743		0.690184
0.256		0.551043		0.689199
0.257		0.550343		0.688213
0.258		0.549641		0.687227
0.259		0.548938		0.686242
0.26		0.548234		0.685256
0.261		0.547529		0.68427
0.262		0.546823		0.683284
0.263		0.546116		0.682299
0.264		0.545409		0.681313
0.265		0.5447		0.680328
0.266		0.543991		0.679343
0.267		0.543281		0.678359
0.268		0.542571		0.677375
0.269		0.54186		0.676391
0.27		0.541148		0.675407
0.271		0.540436		0.674424
0.272		0.539723		0.673442
0.273		0.53901		0.67246
0.274		0.538297		0.671479
0.275		0.537583		0.670498
0.276		0.536869		0.669518
0.277		0.536154		0.668538
0.278		0.53544		0.66756
0.279		0.534725		0.666582
0.28		0.53401		0.665604
0.281		0.533295		0.664628
0.282		0.532579		0.663652
0.283		0.531864		0.662678
0.284		0.531148		0.661704
0.285		0.530433		0.660731
0.286		0.529717		0.659759
0.287		0.529002		0.658788
0.288		0.528287		0.657817
0.289		0.527572		0.656848
0.29		0.526856		0.65588
0.291		0.526142		0.654913
0.292		0.525427		0.653947
0.293		0.524712		0.652982
0.294		0.523998		0.652018
0.295		0.523284		0.651056
0.296		0.52257		0.650094
0.297		0.521857		0.649134
0.298		0.521144		0.648175
0.299		0.520431		0.647217
0.3		0.519718		0.64626
0.301		0.519006		0.645305
0.302		0.518295		0.64435
0.303		0.517584		0.643398
0.304		0.516873		0.642446
0.305		0.516163		0.641496
0.306		0.515453		0.640547
0.307		0.514744		0.639599
0.308		0.514035		0.638653
0.309		0.513327		0.637708
0.31		0.51262		0.636764
0.311		0.511913		0.635822
0.312		0.511206		0.634881
0.313		0.5105		0.633942
0.314		0.509795		0.633004
0.315		0.509091		0.632067
0.316		0.508387		0.631132
0.317		0.507684		0.630199
0.318		0.506982		0.629266
0.319		0.50628		0.628336
0.32		0.505579		0.627407
0.321		0.504878		0.626479
0.322		0.504179		0.625553
0.323		0.50348		0.624628
0.324		0.502782		0.623705
0.325		0.502085		0.622784
0.326		0.501389		0.621864
0.327		0.500693		0.620945
0.328		0.499998		0.620028
0.329		0.499304		0.619113
0.33		0.498611		0.618199
0.331		0.497919		0.617287
0.332		0.497227		0.616376
0.333		0.496537		0.615467
0.334		0.495847		0.61456
0.335		0.495158		0.613654
0.336		0.494471		0.61275
0.337		0.493784		0.611847
0.338		0.493098		0.610946
0.339		0.492413		0.610047
0.34		0.491728		0.609149
0.341		0.491045		0.608253
0.342		0.490363		0.607359
0.343		0.489681		0.606466
0.344		0.489001		0.605575
0.345		0.488322		0.604686
0.346		0.487643		0.603798
0.347		0.486966		0.602912
0.348		0.486289		0.602027
0.349		0.485614		0.601145
0.35		0.48494		0.600263
0.351		0.484266		0.599384
0.352		0.483594		0.598506
0.353		0.482922		0.59763
0.354		0.482252		0.596756
0.355		0.481583		0.595883
0.356		0.480914		0.595012
0.357		0.480247		0.594143
0.358		0.479581		0.593275
0.359		0.478916		0.592409
0.36		0.478252		0.591545
0.361		0.477589		0.590682
0.362		0.476927		0.589821
0.363		0.476266		0.588962
0.364		0.475606		0.588105
0.365		0.474947		0.587249
0.366		0.47429		0.586395
0.367		0.473633		0.585543
0.368		0.472978		0.584692
0.369		0.472323		0.583843
0.37		0.47167		0.582996
0.371		0.471018		0.58215
0.372		0.470367		0.581306
0.373		0.469717		0.580464
0.374		0.469068		0.579624
0.375		0.46842		0.578785
0.376		0.467773		0.577948
0.377		0.467128		0.577113
0.378		0.466484		0.576279
0.379		0.46584		0.575447
0.38		0.465198		0.574617
0.381		0.464557		0.573789
0.382		0.463917		0.572962
0.383		0.463279		0.572137
0.384		0.462641		0.571314
0.385		0.462004		0.570492
0.386		0.461369		0.569672
0.387		0.460735		0.568854
0.388		0.460102		0.568037
0.389		0.45947		0.567222
0.39		0.458839		0.566409
0.391		0.458209		0.565598
0.392		0.457581		0.564788
0.393		0.456953		0.56398
0.394		0.456327		0.563173
0.395		0.455702		0.562369
0.396		0.455078		0.561566
0.397		0.454456		0.560764
0.398		0.453834		0.559965
0.399		0.453213		0.559167
0.4		0.452594		0.558371
0.401		0.451976		0.557576
0.402		0.451359		0.556783
0.403		0.450743		0.555992
0.404		0.450128		0.555203
0.405		0.449515		0.554415
0.406		0.448902		0.553629
0.407		0.448291		0.552844
0.408		0.447681		0.552061
0.409		0.447072		0.55128
0.41		0.446464		0.550501
0.411		0.445858		0.549723
0.412		0.445252		0.548946
0.413		0.444648		0.548172
0.414		0.444045		0.547399
0.415		0.443443		0.546628
0.416		0.442842		0.545858
0.417		0.442242		0.54509
0.418		0.441644		0.544324
0.419		0.441047		0.54356
0.42		0.44045		0.542797
0.421		0.439855		0.542035
0.422		0.439261		0.541276
0.423		0.438669		0.540518
0.424		0.438077		0.539761
0.425		0.437486		0.539006
0.426		0.436897		0.538253
0.427		0.436309		0.537502
0.428		0.435722		0.536752
0.429		0.435136		0.536003
0.43		0.434551		0.535257
0.431		0.433968		0.534512
0.432		0.433385		0.533768
0.433		0.432804		0.533026
0.434		0.432224		0.532286
0.435		0.431645		0.531547
0.436		0.431067		0.53081
