0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		-nan(ind)		-nan(ind)
0.004		-nan(ind)		-nan(ind)
0.005		-nan(ind)		-nan(ind)
0.006		0.0615141		0.00925823
0.007		0.0709039		0.0106496
0.008		0.0775595		0.0114933
0.009		0.0817859		0.0118325
0.01		0.0840955		0.0117959
0.011		0.0850235		0.0115184
0.012		0.0850405		0.0111114
0.013		0.0845242		0.0106565
0.014		0.0837585		0.0102091
0.015		0.0829462		0.00980435
0.016		0.0822239		0.00946244
0.017		0.081677		0.00919321
0.018		0.0813525		0.00899906
0.019		0.0812688		0.00887723
0.02		0.0814248		0.00882143
0.021		0.0818054		0.0088232
0.022		0.0823868		0.00887296
0.023		0.0831403		0.0089608
0.024		0.0840347		0.00907719
0.025		0.0850386		0.0092133
0.026		0.0861216		0.00936128
0.027		0.0872554		0.00951434
0.028		0.0884143		0.00966679
0.029		0.0895753		0.00981393
0.03		0.0907189		0.00995204
0.031		0.0918284		0.0100782
0.032		0.09289		0.0101903
0.033		0.0938929		0.0102868
0.034		0.0948287		0.0103667
0.035		0.0956912		0.0104296
0.036		0.0964765		0.0104752
0.037		0.0971822		0.0105039
0.038		0.0978078		0.0105159
0.039		0.0983537		0.0105121
0.04		0.0988218		0.0104932
0.041		0.0992147		0.0104601
0.042		0.0995356		0.0104138
0.043		0.0997885		0.0103554
0.044		0.0999777		0.010286
0.045		0.100108		0.0102066
0.046		0.100184		0.0101183
0.047		0.10021		0.0100222
0.048		0.100193		0.00991926
0.049		0.100136		0.00981057
0.05		0.100044		0.00969702
0.051		0.0999229		0.00957953
0.052		0.0997765		0.00945893
0.053		0.0996092		0.00933602
0.054		0.0994254		0.00921154
0.055		0.099229		0.00908619
0.056		0.0990237		0.0089606
0.057		0.0988132		0.00883536
0.058		0.0986007		0.00871102
0.059		0.0983892		0.00858807
0.06		0.0981817		0.00846697
0.061		0.0979807		0.00834813
0.062		0.0977887		0.00823192
0.063		0.0976078		0.00811871
0.064		0.0974402		0.00800878
0.065		0.0972876		0.00790242
0.066		0.0971516		0.00779989
0.067		0.0970338		0.00770141
0.068		0.0969355		0.00760719
0.069		0.0968577		0.0075174
0.07		0.0968017		0.00743221
0.071		0.0967681		0.00735176
0.072		0.0967579		0.00727618
0.073		0.0967717		0.00720558
0.074		0.0968101		0.00714006
0.075		0.0968734		0.0070797
0.076		0.0969621		0.00702457
0.077		0.0970764		0.00697473
0.078		0.0972166		0.00693024
0.079		0.0973827		0.00689112
0.08		0.0975749		0.0068574
0.081		0.0977933		0.00682911
0.082		0.0980376		0.00680624
0.083		0.0983079		0.00678879
0.084		0.098604		0.00677676
0.085		0.0989257		0.00677011
0.086		0.0992729		0.00676883
0.087		0.0996453		0.00677286
0.088		0.100043		0.00678216
0.089		0.100465		0.00679668
0.09		0.100911		0.00681634
0.091		0.101381		0.00684108
0.092		0.101875		0.00687081
0.093		0.102392		0.00690544
0.094		0.102932		0.00694489
0.095		0.103495		0.00698904
0.096		0.104079		0.0070378
0.097		0.104685		0.00709105
0.098		0.105313		0.00714867
0.099		0.105961		0.00721054
0.1		0.106629		0.00727654
0.101		0.107318		0.00734653
0.102		0.108026		0.00742039
0.103		0.108753		0.00749798
0.104		0.109498		0.00757917
0.105		0.110262		0.00766382
0.106		0.111043		0.00775179
0.107		0.111841		0.00784294
0.108		0.112657		0.00793713
0.109		0.113488		0.00803423
0.11		0.114336		0.0081341
0.111		0.115199		0.0082366
0.112		0.116076		0.00834159
0.113		0.116969		0.00844895
0.114		0.117875		0.00855853
0.115		0.118796		0.0086702
0.116		0.119729		0.00878385
0.117		0.120675		0.00889933
0.118		0.121634		0.00901652
0.119		0.122605		0.0091353
0.12		0.123587		0.00925555
0.121		0.12458		0.00937714
0.122		0.125585		0.00949998
0.123		0.126599		0.00962393
0.124		0.127624		0.00974889
0.125		0.128658		0.00987475
0.126		0.129701		0.0100014
0.127		0.130753		0.0101287
0.128		0.131813		0.0102567
0.129		0.132882		0.0103851
0.13		0.133958		0.0105139
0.131		0.135041		0.010643
0.132		0.136131		0.0107724
0.133		0.137228		0.0109018
0.134		0.138331		0.0110313
0.135		0.13944		0.0111608
0.136		0.140554		0.0112901
0.137		0.141674		0.0114192
0.138		0.142798		0.011548
0.139		0.143927		0.0116765
0.14		0.14506		0.0118046
0.141		0.146197		0.0119321
0.142		0.147337		0.0120591
0.143		0.148481		0.0121855
0.144		0.149628		0.0123112
0.145		0.150777		0.0124362
0.146		0.151928		0.0125603
0.147		0.153082		0.0126836
0.148		0.154237		0.012806
0.149		0.155394		0.0129274
0.15		0.156552		0.0130478
0.151		0.15771		0.0131671
0.152		0.15887		0.0132854
0.153		0.16003		0.0134024
0.154		0.16119		0.0135183
0.155		0.162349		0.013633
0.156		0.163509		0.0137464
0.157		0.164667		0.0138585
0.158		0.165825		0.0139692
0.159		0.166982		0.0140786
0.16		0.168137		0.0141865
0.161		0.169291		0.014293
0.162		0.170443		0.0143981
0.163		0.171593		0.0145017
0.164		0.17274		0.0146037
0.165		0.173886		0.0147042
0.166		0.175028		0.0148032
