0.001		-nan(ind)
0.002		-nan(ind)
0.003		-nan(ind)
0.004		-nan(ind)
0.005		-nan(ind)
0.006		-nan(ind)
0.007		inf
0.008		inf
0.009		inf
0.01		inf
0.011		inf
0.012		inf
0.013		inf
0.014		inf
0.015		inf
0.016		inf
0.017		inf
0.018		inf
0.019		inf
0.02		inf
0.021		inf
0.022		inf
0.023		inf
0.024		inf
0.025		inf
0.026		inf
0.027		inf
0.028		inf
0.029		inf
0.03		inf
0.031		inf
0.032		inf
0.033		inf
0.034		inf
0.035		inf
0.036		inf
0.037		inf
0.038		inf
0.039		inf
0.04		inf
0.041		inf
0.042		inf
0.043		inf
0.044		inf
0.045		inf
0.046		inf
0.047		inf
0.048		inf
0.049		inf
0.05		inf
0.051		inf
0.052		inf
0.053		inf
0.054		inf
0.055		inf
0.056		inf
0.057		inf
0.058		inf
0.059		inf
0.06		inf
0.061		inf
0.062		inf
0.063		inf
0.064		inf
0.065		inf
0.066		inf
0.067		inf
0.068		inf
0.069		inf
0.07		inf
0.071		inf
0.072		inf
0.073		inf
0.074		inf
0.075		inf
0.076		inf
0.077		inf
0.078		inf
0.079		inf
0.08		inf
0.081		inf
0.082		inf
0.083		inf
0.084		inf
0.085		inf
0.086		inf
0.087		inf
0.088		inf
0.089		inf
0.09		inf
0.091		inf
0.092		inf
0.093		inf
0.094		inf
0.095		inf
0.096		inf
0.097		inf
0.098		inf
0.099		inf
0.1		inf
0.101		inf
0.102		inf
0.103		inf
0.104		inf
0.105		inf
0.106		inf
0.107		inf
0.108		inf
0.109		inf
0.11		inf
0.111		inf
0.112		inf
0.113		inf
0.114		inf
0.115		inf
0.116		inf
0.117		inf
0.118		inf
0.119		inf
0.12		inf
0.121		inf
0.122		inf
0.123		inf
0.124		inf
0.125		inf
0.126		inf
0.127		inf
0.128		inf
0.129		inf
0.13		inf
0.131		inf
0.132		inf
0.133		inf
0.134		inf
0.135		inf
0.136		inf
0.137		inf
0.138		inf
0.139		inf
0.14		inf
0.141		inf
0.142		inf
0.143		inf
0.144		inf
0.145		inf
0.146		inf
0.147		inf
0.148		inf
0.149		inf
0.15		inf
0.151		inf
0.152		inf
0.153		inf
0.154		inf
0.155		inf
0.156		inf
0.157		inf
0.158		inf
0.159		inf
0.16		inf
0.161		inf
0.162		inf
0.163		inf
0.164		inf
0.165		inf
0.166		inf
0.167		inf
0.168		inf
0.169		inf
0.17		inf
0.171		inf
0.172		inf
0.173		inf
0.174		inf
0.175		inf
0.176		inf
0.177		inf
0.178		inf
0.179		inf
0.18		inf
0.181		inf
0.182		inf
0.183		inf
0.184		inf
0.185		inf
0.186		inf
0.187		inf
0.188		inf
0.189		inf
0.19		inf
0.191		inf
0.192		inf
0.193		inf
0.194		inf
0.195		inf
0.196		inf
0.197		inf
0.198		inf
0.199		inf
0.2		inf
0.201		inf
0.202		inf
0.203		inf
0.204		inf
0.205		inf
0.206		inf
0.207		inf
0.208		inf
0.209		inf
0.21		inf
0.211		inf
0.212		inf
0.213		inf
0.214		inf
0.215		inf
0.216		inf
0.217		inf
0.218		inf
0.219		inf
0.22		inf
0.221		inf
0.222		inf
0.223		inf
0.224		inf
0.225		inf
0.226		inf
0.227		inf
0.228		inf
0.229		inf
0.23		inf
0.231		inf
0.232		inf
0.233		inf
0.234		inf
0.235		inf
0.236		inf
0.237		inf
0.238		inf
0.239		inf
0.24		inf
0.241		inf
0.242		inf
0.243		inf
0.244		inf
0.245		inf
0.246		inf
0.247		inf
0.248		inf
0.249		inf
0.25		inf
0.251		inf
0.252		inf
0.253		inf
0.254		inf
0.255		inf
0.256		inf
0.257		inf
0.258		inf
0.259		inf
0.26		inf
0.261		inf
0.262		inf
0.263		inf
0.264		inf
0.265		inf
0.266		inf
0.267		inf
0.268		inf
0.269		inf
0.27		inf
0.271		inf
0.272		inf
0.273		inf
0.274		inf
0.275		inf
0.276		inf
0.277		inf
0.278		inf
0.279		inf
0.28		inf
0.281		inf
0.282		inf
0.283		inf
0.284		inf
0.285		inf
0.286		inf
0.287		inf
0.288		inf
0.289		inf
0.29		inf
0.291		inf
0.292		inf
0.293		inf
0.294		inf
0.295		inf
0.296		inf
0.297		inf
0.298		inf
0.299		inf
0.3		inf
0.301		inf
0.302		inf
0.303		inf
0.304		inf
0.305		inf
0.306		inf
0.307		inf
0.308		inf
0.309		inf
0.31		inf
0.311		inf
0.312		inf
0.313		inf
0.314		inf
0.315		inf
0.316		inf
0.317		inf
0.318		inf
0.319		inf
0.32		inf
0.321		inf
0.322		inf
0.323		inf
0.324		inf
0.325		inf
0.326		inf
0.327		inf
0.328		inf
0.329		inf
0.33		inf
0.331		inf
0.332		inf
0.333		inf
0.334		inf
0.335		inf
0.336		inf
0.337		inf
0.338		inf
0.339		inf
0.34		inf
0.341		inf
0.342		inf
0.343		inf
0.344		inf
0.345		inf
0.346		inf
0.347		inf
0.348		inf
0.349		inf
0.35		inf
0.351		inf
0.352		inf
0.353		inf
0.354		inf
0.355		inf
0.356		inf
0.357		inf
0.358		inf
0.359		inf
0.36		inf
0.361		inf
0.362		inf
0.363		inf
0.364		inf
0.365		inf
0.366		inf
0.367		inf
0.368		inf
0.369		inf
0.37		inf
0.371		inf
0.372		inf
0.373		inf
0.374		inf
0.375		inf
0.376		inf
0.377		inf
0.378		inf
0.379		inf
0.38		inf
0.381		inf
0.382		inf
0.383		inf
0.384		inf
0.385		inf
0.386		inf
0.387		inf
0.388		inf
0.389		inf
0.39		inf
0.391		inf
0.392		inf
0.393		inf
0.394		inf
0.395		inf
0.396		inf
0.397		inf
0.398		inf
0.399		inf
0.4		inf
0.401		inf
0.402		inf
0.403		inf
0.404		inf
0.405		inf
0.406		inf
0.407		inf
0.408		inf
0.409		inf
0.41		inf
0.411		inf
0.412		inf
0.413		inf
0.414		inf
0.415		inf
0.416		inf
0.417		inf
0.418		inf
0.419		inf
0.42		inf
0.421		inf
0.422		inf
0.423		inf
0.424		inf
0.425		inf
0.426		inf
0.427		inf
0.428		inf
0.429		inf
0.43		inf
0.431		inf
0.432		inf
0.433		inf
0.434		inf
0.435		inf
0.436		inf
0.437		inf
0.438		inf
0.439		inf
0.44		inf
0.441		inf
0.442		inf
0.443		inf
0.444		inf
0.445		inf
0.446		inf
0.447		inf
0.448		inf
0.449		inf
0.45		inf
0.451		inf
0.452		inf
0.453		inf
0.454		inf
0.455		inf
0.456		inf
0.457		inf
0.458		inf
0.459		inf
0.46		inf
0.461		inf
0.462		inf
0.463		inf
0.464		inf
0.465		inf
0.466		inf
0.467		inf
0.468		inf
0.469		inf
0.47		inf
0.471		inf
0.472		inf
0.473		inf
0.474		inf
0.475		inf
0.476		inf
0.477		inf
0.478		inf
0.479		inf
0.48		inf
0.481		inf
0.482		inf
0.483		inf
0.484		inf
0.485		inf
0.486		inf
0.487		inf
0.488		inf
0.489		inf
0.49		inf
0.491		inf
0.492		inf
0.493		inf
0.494		inf
0.495		inf
0.496		inf
0.497		inf
0.498		inf
0.499		inf
0.5		inf
0.501		inf
0.502		inf
0.503		inf
0.504		inf
0.505		inf
0.506		inf
0.507		inf
0.508		inf
0.509		inf
0.51		inf
0.511		inf
0.512		inf
0.513		inf
0.514		inf
0.515		inf
0.516		inf
0.517		inf
0.518		inf
0.519		inf
0.52		inf
0.521		inf
0.522		inf
0.523		inf
0.524		inf
0.525		inf
0.526		inf
0.527		inf
0.528		inf
0.529		inf
0.53		inf
0.531		inf
0.532		inf
0.533		inf
0.534		inf
0.535		inf
0.536		inf
0.537		inf
0.538		inf
0.539		inf
0.54		inf
0.541		inf
0.542		inf
0.543		inf
0.544		inf
0.545		inf
0.546		inf
0.547		inf
0.548		inf
0.549		inf
0.55		inf
0.551		inf
0.552		inf
0.553		inf
0.554		inf
0.555		inf
0.556		inf
0.557		inf
0.558		inf
0.559		inf
0.56		inf
0.561		inf
0.562		inf
0.563		inf
0.564		inf
0.565		inf
0.566		inf
0.567		inf
0.568		inf
0.569		inf
0.57		inf
0.571		inf
0.572		inf
0.573		inf
0.574		inf
0.575		inf
0.576		inf
0.577		inf
0.578		inf
0.579		inf
0.58		inf
0.581		inf
0.582		inf
0.583		inf
0.584		inf
0.585		inf
0.586		inf
0.587		inf
0.588		inf
0.589		inf
0.59		inf
0.591		inf
0.592		inf
0.593		inf
0.594		inf
0.595		inf
0.596		inf
0.597		inf
0.598		inf
0.599		inf
0.6		inf
0.601		inf
0.602		inf
0.603		inf
0.604		inf
0.605		inf
0.606		inf
0.607		inf
0.608		inf
0.609		inf
0.61		inf
0.611		inf
0.612		inf
0.613		inf
0.614		inf
0.615		inf
0.616		inf
0.617		inf
0.618		inf
0.619		inf
0.62		inf
0.621		inf
0.622		inf
0.623		inf
0.624		inf
0.625		inf
0.626		inf
0.627		inf
0.628		inf
0.629		inf
0.63		inf
0.631		inf
0.632		inf
0.633		inf
0.634		inf
0.635		inf
0.636		inf
0.637		inf
0.638		inf
0.639		inf
0.64		inf
0.641		inf
0.642		inf
0.643		inf
0.644		inf
0.645		inf
0.646		inf
0.647		inf
0.648		inf
0.649		inf
0.65		inf
0.651		inf
0.652		inf
0.653		inf
0.654		inf
0.655		inf
0.656		inf
0.657		inf
0.658		inf
0.659		inf
0.66		inf
0.661		inf
0.662		inf
0.663		inf
0.664		inf
0.665		inf
0.666		inf
0.667		inf
0.668		inf
0.669		inf
0.67		inf
0.671		inf
0.672		inf
0.673		inf
0.674		inf
0.675		inf
0.676		inf
0.677		inf
0.678		inf
0.679		inf
0.68		inf
0.681		inf
0.682		inf
0.683		inf
0.684		inf
0.685		inf
0.686		inf
0.687		inf
0.688		inf
0.689		inf
0.69		inf
0.691		inf
0.692		inf
0.693		inf
0.694		inf
0.695		inf
0.696		inf
0.697		inf
0.698		inf
0.699		inf
0.7		inf
0.701		inf
0.702		inf
0.703		inf
0.704		inf
0.705		inf
0.706		inf
0.707		inf
0.708		inf
0.709		inf
0.71		inf
0.711		inf
0.712		inf
0.713		inf
0.714		inf
0.715		inf
0.716		inf
0.717		inf
0.718		inf
0.719		inf
0.72		inf
0.721		inf
0.722		inf
0.723		inf
0.724		inf
0.725		inf
0.726		inf
0.727		inf
0.728		inf
0.729		inf
0.73		inf
0.731		inf
0.732		inf
0.733		inf
0.734		inf
0.735		inf
0.736		inf
0.737		inf
0.738		inf
0.739		inf
0.74		inf
0.741		inf
0.742		inf
0.743		inf
0.744		inf
0.745		inf
0.746		inf
0.747		inf
0.748		inf
0.749		inf
0.75		inf
0.751		inf
0.752		inf
0.753		inf
0.754		inf
0.755		inf
0.756		inf
0.757		inf
0.758		inf
0.759		inf
0.76		inf
0.761		inf
0.762		inf
0.763		inf
0.764		inf
0.765		inf
0.766		inf
0.767		inf
0.768		inf
0.769		inf
0.77		inf
0.771		inf
0.772		inf
0.773		inf
