0.005		0.0163136		0
0.01		0.0622453		0
0.015		0.118765		0
0.02		0.143038		0
0.025		0.150021		0
0.03		0.149975		0
0.035		0.146207		0
0.04		0.140364		0
0.045		0.133701		0
0.05		0.127137		0
0.055		0.121249		0
0.06		0.116346		0
0.065		0.112553		0
0.07		0.109882		0
0.075		0.108288		0
0.08		0.107692		0
0.085		0.108003		0
0.09		0.109128		0
0.095		0.110975		0
0.1		0.113459		0
0.105		0.116501		0
0.11		0.120029		0
0.115		0.123978		0
0.12		0.128288		0
0.125		0.132907		0
0.13		0.137784		0
0.135		0.142876		0
0.14		0.148142		0
0.145		0.153546		0
0.15		0.159054		0
0.155		0.164633		0
0.16		0.170257		0
0.165		0.175898		0
0.17		0.181532		0
0.175		0.187137		0
0.18		0.192693		0
0.185		0.198181		0
0.19		0.203585		0
0.195		0.208888		0
0.2		0.214078		0
0.205		0.219142		0
0.21		0.224069		0
0.215		0.22885		0
0.22		0.233477		0
0.225		0.237942		0
0.23		0.242239		0
0.235		0.246365		0
0.24		0.250314		0
0.245		0.254085		0
0.25		0.257676		0
0.255		0.261084		0
0.26		0.264311		0
0.265		0.267355		0
0.27		0.270219		0
0.275		0.272903		0
0.28		0.275409		0
0.285		0.277741		0
0.29		0.2799		0
0.295		0.28189		0
0.3		0.283715		0
0.305		0.285379		0
0.31		0.286885		0
0.315		0.288237		0
0.32		0.289441		0
0.325		0.2905		0
0.33		0.291419		0
0.335		0.292202		0
0.34		0.292856		0
0.345		0.293383		0
0.35		0.293789		0
0.355		0.294079		0
0.36		0.294256		0
0.365		0.294327		0
0.37		0.294295		0
0.375		0.294165		0
0.38		0.293941		0
0.385		0.293627		0
0.39		0.293228		0
0.395		0.292748		0
0.4		0.292191		0
0.405		0.291561		0
0.41		0.290861		0
0.415		0.290095		0
0.42		0.289266		0
0.425		0.288379		0
0.43		0.287436		0
0.435		0.286441		0
0.44		0.285397		0
0.445		0.284306		0
0.45		0.283171		0
0.455		0.281996		0
0.46		0.280783		0
0.465		0.279534		0
0.47		0.278251		0
0.475		0.276938		0
0.48		0.275596		0
0.485		0.274228		0
0.49		0.272835		0
0.495		0.271419		0
0.5		0.269982		0
0.505		0.268527		0
0.51		0.267054		0
0.515		0.265565		0
0.52		0.264062		0
0.525		0.262546		0
0.53		0.261019		0
0.535		0.259482		0
0.54		0.257936		0
0.545		0.256382		0
0.55		0.254821		0
0.555		0.253255		0
0.56		0.251684		0
0.565		0.25011		0
0.57		0.248533		0
0.575		0.246955		0
0.58		0.245375		0
0.585		0.243795		0
0.59		0.242215		0
0.595		0.240637		0
0.6		0.23906		0
0.605		0.237486		0
0.61		0.235915		0
0.615		0.234347		0
0.62		0.232783		0
0.625		0.231224		0
0.63		0.229669		0
0.635		0.22812		0
0.64		0.226577		0
0.645		0.225039		0
0.65		0.223508		0
0.655		0.221984		0
0.66		0.220467		0
0.665		0.218957		0
0.67		0.217454		0
0.675		0.21596		0
0.68		0.214473		0
0.685		0.212995		0
0.69		0.211525		0
0.695		0.210063		0
0.7		0.208611		0
0.705		0.207167		0
0.71		0.205732		0
0.715		0.204306		0
0.72		0.20289		0
0.725		0.201482		0
0.73		0.200085		0
0.735		0.198696		0
0.74		0.197318		0
0.745		0.195949		0
0.75		0.194589		0
0.755		0.19324		0
0.76		0.1919		0
0.765		0.19057		0
0.77		0.18925		0
0.775		0.187939		0
0.78		0.186638		0
0.785		0.185348		0
0.79		0.184067		0
0.795		0.182796		0
0.8		0.181535		0
0.805		0.180283		0
0.81		0.179042		0
0.815		0.17781		0
0.82		0.176588		0
0.825		0.175375		0
0.83		0.174173		0
0.835		0.17298		0
0.84		0.171797		0
0.845		0.170623		0
0.85		0.169459		0
0.855		0.168304		0
0.86		0.167159		0
0.865		0.166023		0
0.87		0.164897		0
0.875		0.163779		0
0.88		0.162672		0
0.885		0.161573		0
0.89		0.160483		0
0.895		0.159403		0
0.9		0.158331		0
0.905		0.157269		0
0.91		0.156215		0
0.915		0.155171		0
0.92		0.154135		0
0.925		0.153107		0
0.93		0.152089		0
0.935		0.151079		0
0.94		0.150077		0
0.945		0.149084		0
0.95		0.1481		0
0.955		0.147123		0
0.96		0.146155		0
0.965		0.145196		0
0.97		0.144244		0
0.975		0.1433		0
0.98		0.142365		0
0.985		0.141437		0
0.99		0.140517		0
0.995		0.139605		0
1		0.138701		0
1.005		0.137804		0
1.01		0.136915		0
1.015		0.136034		0
1.02		0.13516		0
1.025		0.134293		0
1.03		0.133434		0
1.035		0.132582		0
1.04		0.131737		0
1.045		0.130899		0
1.05		0.130069		0
1.055		0.129245		0
1.06		0.128428		0
1.065		0.127619		0
1.07		0.126816		0
1.075		0.12602		0
1.08		0.12523		0
1.085		0.124447		0
1.09		0.123671		0
1.095		0.122901		0
1.1		0.122138		0
1.105		0.121381		0
1.11		0.12063		0
1.115		0.119886		0
1.12		0.119148		0
1.125		0.118416		0
1.13		0.11769		0
1.135		0.11697		0
1.14		0.116256		0
1.145		0.115548		0
1.15		0.114846		0
1.155		0.11415		0
1.16		0.11346		0
1.165		0.112775		0
1.17		0.112096		0
1.175		0.111422		0
1.18		0.110754		0
1.185		0.110091		0
1.19		0.109434		0
1.195		0.108783		0
1.2		0.108136		0
1.205		0.107495		0
1.21		0.106859		0
1.215		0.106229		0
1.22		0.105603		0
1.225		0.104982		0
1.23		0.104367		0
1.235		0.103756		0
1.24		0.103151		0
1.245		0.10255		0
1.25		0.101954		0
1.255		0.101363		0
1.26		0.100777		0
1.265		0.100195		0
1.27		0.0996184		0
1.275		0.0990461		0
1.28		0.0984783		0
1.285		0.0979151		0
1.29		0.0973563		0
1.295		0.096802		0
1.3		0.0962521		0
1.305		0.0957065		0
1.31		0.0951652		0
1.315		0.0946282		0
1.32		0.0940954		0
1.325		0.0935668		0
1.33		0.0930424		0
1.335		0.0925221		0
1.34		0.0920058		0
1.345		0.0914936		0
1.35		0.0909853		0
1.355		0.090481		0
1.36		0.0899807		0
1.365		0.0894842		0
1.37		0.0889915		0
1.375		0.0885027		0
1.38		0.0880176		0
1.385		0.0875363		0
1.39		0.0870586		0
1.395		0.0865847		0
1.4		0.0861143		0
1.405		0.0856476		0
1.41		0.0851844		0
1.415		0.0847247		0
1.42		0.0842686		0
1.425		0.0838159		0
1.43		0.0833666		0
1.435		0.0829207		0
1.44		0.0824782		0
1.445		0.082039		0
1.45		0.0816032		0
1.455		0.0811706		0
1.46		0.0807412		0
1.465		0.0803151		0
1.47		0.0798921		0
1.475		0.0794723		0
1.48		0.0790556		0
1.485		0.078642		0
1.49		0.0782315		0
1.495		0.077824		0
1.5		0.0774195		0
1.505		0.077018		0
1.51		0.0766195		0
1.515		0.0762239		0
1.52		0.0758312		0
1.525		0.0754413		0
1.53		0.0750543		0
1.535		0.0746702		0
1.54		0.0742888		0
1.545		0.0739102		0
1.55		0.0735343		0
1.555		0.0731612		0
1.56		0.0727908		0
1.565		0.072423		0
1.57		0.0720579		0
1.575		0.0716954		0
1.58		0.0713355		0
1.585		0.0709781		0
1.59		0.0706234		0
1.595		0.0702711		0
1.6		0.0699214		0
1.605		0.0695741		0
1.61		0.0692294		0
1.615		0.068887		0
1.62		0.0685471		0
1.625		0.0682095		0
1.63		0.0678744		0
1.635		0.0675416		0
1.64		0.0672111		0
1.645		0.066883		0
1.65		0.0665571		0
1.655		0.0662335		0
1.66		0.0659122		0
1.665		0.0655931		0
1.67		0.0652762		0
1.675		0.0649615		0
1.68		0.064649		0
1.685		0.0643386		0
1.69		0.0640304		0
1.695		0.0637243		0
1.7		0.0634203		0
1.705		0.0631183		0
1.71		0.0628185		0
1.715		0.0625206		0
1.72		0.0622249		0
1.725		0.0619311		0
1.73		0.0616393		0
1.735		0.0613495		0
1.74		0.0610616		0
1.745		0.0607757		0
1.75		0.0604917		0
1.755		0.0602096		0
1.76		0.0599294		0
1.765		0.0596511		0
1.77		0.0593747		0
1.775		0.0591001		0
1.78		0.0588273		0
1.785		0.0585563		0
1.79		0.0582871		0
1.795		0.0580198		0
1.8		0.0577541		0
1.805		0.0574903		0
1.81		0.0572281		0
1.815		0.0569677		0
1.82		0.056709		0
1.825		0.056452		0
1.83		0.0561967		0
1.835		0.0559431		0
1.84		0.0556911		0
1.845		0.0554407		0
1.85		0.055192		0
1.855		0.0549448		0
1.86		0.0546993		0
1.865		0.0544554		0
1.87		0.054213		0
1.875		0.0539722		0
1.88		0.0537329		0
1.885		0.0534952		0
1.89		0.053259		0
1.895		0.0530243		0
1.9		0.0527911		0
1.905		0.0525593		0
1.91		0.0523291		0
1.915		0.0521003		0
1.92		0.0518729		0
1.925		0.051647		0
1.93		0.0514226		0
1.935		0.0511995		0
1.94		0.0509778		0
1.945		0.0507575		0
1.95		0.0505386		0
1.955		0.0503211		0
1.96		0.0501049		0
1.965		0.0498901		0
1.97		0.0496766		0
1.975		0.0494644		0
1.98		0.0492536		0
1.985		0.049044		0
1.99		0.0488358		0
1.995		0.0486288		0
2		0.0484231		0
2.005		0.0482187		0
2.01		0.0480155		0
2.015		0.0478135		0
2.02		0.0476128		0
2.025		0.0474133		0
2.03		0.0472151		0
2.035		0.047018		0
2.04		0.0468221		0
2.045		0.0466274		0
2.05		0.0464339		0
2.055		0.0462416		0
2.06		0.0460504		0
2.065		0.0458604		0
2.07		0.0456715		0
2.075		0.0454837		0
2.08		0.045297		0
2.085		0.0451115		0
2.09		0.0449271		0
2.095		0.0447438		0
2.1		0.0445615		0
2.105		0.0443804		0
2.11		0.0442003		0
2.115		0.0440213		0
2.12		0.0438433		0
2.125		0.0436664		0
2.13		0.0434905		0
2.135		0.0433157		0
2.14		0.0431418		0
2.145		0.042969		0
2.15		0.0427972		0
2.155		0.0426264		0
2.16		0.0424566		0
2.165		0.0422878		0
2.17		0.04212		0
2.175		0.0419531		0
2.18		0.0417872		0
2.185		0.0416222		0
2.19		0.0414582		0
2.195		0.0412952		0
2.2		0.0411331		0
2.205		0.0409719		0
2.21		0.0408116		0
2.215		0.0406522		0
2.22		0.0404938		0
2.225		0.0403362		0
2.23		0.0401796		0
2.235		0.0400238		0
2.24		0.039869		0
2.245		0.0397149		0
2.25		0.0395618		0
2.255		0.0394095		0
2.26		0.0392581		0
2.265		0.0391075		0
2.27		0.0389578		0
2.275		0.0388089		0
2.28		0.0386609		0
2.285		0.0385136		0
2.29		0.0383672		0
2.295		0.0382216		0
2.3		0.0380768		0
2.305		0.0379328		0
2.31		0.0377896		0
2.315		0.0376472		0
2.32		0.0375056		0
