0.001		-nan(ind)		-nan(ind)
0.002		2.63462e-23		3.91274e-23
0.003		3.63474e-15		5.41622e-15
0.004		3.92503e-11		5.86108e-11
0.005		9.82228e-09		1.4689e-08
0.006		3.77378e-07		5.64995e-07
0.007		4.99337e-06		7.48238e-06
0.008		3.40377e-05		5.10396e-05
0.009		0.000149399		0.00022415
0.01		0.000482511		0.000724256
0.011		0.00124794		0.00187386
0.012		0.00273423		0.00410674
0.013		0.00527569		0.00792548
0.014		0.00921544		0.0138455
0.015		0.0148697		0.0223407
0.016		0.0224999		0.0338009
0.017		0.0322946		0.0485037
0.018		0.0443618		0.0666027
0.019		0.0587289		0.0881266
0.02		0.0753492		0.112989
0.021		0.0941118		0.141005
0.022		0.114853		0.171907
0.023		0.137371		0.205366
0.024		0.161434		0.241013
0.025		0.186795		0.278453
0.026		0.213202		0.317285
0.027		0.240402		0.357111
0.028		0.268153		0.397551
0.029		0.296223		0.438247
0.03		0.324399		0.478872
0.031		0.352489		0.519132
0.032		0.380319		0.558768
0.033		0.407738		0.597558
0.034		0.434616		0.635313
0.035		0.460842		0.67188
0.036		0.486326		0.707136
0.037		0.510996		0.740988
0.038		0.534794		0.773367
0.039		0.557681		0.804228
0.04		0.579628		0.833548
0.041		0.600617		0.861319
0.042		0.620643		0.887549
0.043		0.639707		0.912258
0.044		0.657819		0.935477
0.045		0.674993		0.957244
0.046		0.69125		0.977604
0.047		0.706613		0.996607
0.048		0.721111		1.01431
0.049		0.734772		1.03076
0.05		0.747627		1.04602
0.051		0.759709		1.06014
0.052		0.77105		1.07319
0.053		0.781684		1.08523
0.054		0.791644		1.0963
0.055		0.800962		1.10646
0.056		0.80967		1.11577
0.057		0.817799		1.12428
0.058		0.825381		1.13203
0.059		0.832444		1.13907
0.06		0.839016		1.14545
0.061		0.845126		1.15122
0.062		0.850798		1.1564
0.063		0.856058		1.16104
0.064		0.860929		1.16517
0.065		0.865434		1.16884
0.066		0.869594		1.17206
0.067		0.873429		1.17488
0.068		0.876958		1.17731
0.069		0.8802		1.17939
0.07		0.883172		1.18114
0.071		0.885889		1.18259
0.072		0.888366		1.18375
0.073		0.890619		1.18464
0.074		0.89266		1.18529
0.075		0.894501		1.18572
0.076		0.896156		1.18593
0.077		0.897634		1.18594
0.078		0.898946		1.18578
0.079		0.900102		1.18544
0.08		0.901112		1.18495
0.081		0.901983		1.18431
0.082		0.902724		1.18354
0.083		0.903342		1.18265
0.084		0.903845		1.18164
0.085		0.904239		1.18053
0.086		0.90453		1.17931
0.087		0.904724		1.17801
0.088		0.904827		1.17662
0.089		0.904844		1.17515
0.09		0.904779		1.17361
0.091		0.904637		1.17201
0.092		0.904422		1.17034
0.093		0.904139		1.16862
0.094		0.90379		1.16684
0.095		0.90338		1.16501
0.096		0.902911		1.16314
0.097		0.902387		1.16123
0.098		0.901811		1.15929
0.099		0.901184		1.1573
0.1		0.900511		1.15528
0.101		0.899793		1.15324
0.102		0.899033		1.15117
0.103		0.898232		1.14907
0.104		0.897393		1.14695
0.105		0.896517		1.1448
0.106		0.895607		1.14264
0.107		0.894663		1.14046
0.108		0.893689		1.13826
0.109		0.892684		1.13605
0.11		0.89165		1.13382
0.111		0.89059		1.13159
0.112		0.889503		1.12934
0.113		0.888392		1.12708
0.114		0.887257		1.12481
0.115		0.886099		1.12253
0.116		0.88492		1.12024
0.117		0.88372		1.11795
0.118		0.882501		1.11565
0.119		0.881263		1.11335
0.12		0.880006		1.11104
0.121		0.878733		1.10872
0.122		0.877443		1.10641
0.123		0.876138		1.10409
0.124		0.874817		1.10176
0.125		0.873482		1.09944
0.126		0.872133		1.09711
0.127		0.870771		1.09478
0.128		0.869397		1.09245
0.129		0.86801		1.09011
0.13		0.866612		1.08778
0.131		0.865203		1.08545
0.132		0.863783		1.08312
0.133		0.862354		1.08078
0.134		0.860914		1.07845
0.135		0.859466		1.07612
0.136		0.858009		1.07379
0.137		0.856543		1.07146
0.138		0.855069		1.06913
0.139		0.853588		1.06681
0.14		0.852099		1.06448
0.141		0.850604		1.06216
0.142		0.849101		1.05984
0.143		0.847593		1.05752
0.144		0.846078		1.05521
0.145		0.844558		1.05289
0.146		0.843033		1.05058
0.147		0.841502		1.04828
0.148		0.839966		1.04597
0.149		0.838426		1.04367
0.15		0.836882		1.04137
0.151		0.835333		1.03907
0.152		0.833781		1.03678
0.153		0.832225		1.03449
0.154		0.830665		1.03221
0.155		0.829103		1.02993
0.156		0.827537		1.02765
0.157		0.825969		1.02537
0.158		0.824398		1.0231
0.159		0.822825		1.02084
0.16		0.82125		1.01858
0.161		0.819673		1.01632
0.162		0.818094		1.01406
0.163		0.816513		1.01181
0.164		0.814931		1.00957
0.165		0.813347		1.00733
0.166		0.811763		1.00509
0.167		0.810177		1.00286
0.168		0.808591		1.00063
0.169		0.807004		0.998406
0.17		0.805416		0.996188
0.171		0.803828		0.993974
0.172		0.80224		0.991766
0.173		0.800652		0.989562
0.174		0.799063		0.987362
0.175		0.797475		0.985168
0.176		0.795887		0.982979
0.177		0.7943		0.980795
0.178		0.792713		0.978616
0.179		0.791126		0.976442
0.18		0.789541		0.974273
0.181		0.787956		0.972109
0.182		0.786372		0.969951
0.183		0.784789		0.967797
0.184		0.783207		0.96565
0.185		0.781626		0.963507
0.186		0.780047		0.96137
0.187		0.778469		0.959238
0.188		0.776893		0.957112
0.189		0.775318		0.954991
0.19		0.773745		0.952876
0.191		0.772174		0.950766
0.192		0.770604		0.948662
0.193		0.769036		0.946563
0.194		0.767471		0.94447
0.195		0.765907		0.942383
0.196		0.764346		0.940301
0.197		0.762786		0.938225
0.198		0.761229		0.936154
0.199		0.759675		0.93409
0.2		0.758122		0.932031
0.201		0.756572		0.929977
0.202		0.755025		0.92793
0.203		0.75348		0.925888
0.204		0.751938		0.923853
0.205		0.750399		0.921823
0.206		0.748862		0.919798
0.207		0.747328		0.91778
0.208		0.745797		0.915768
0.209		0.744268		0.913761
0.21		0.742743		0.91176
0.211		0.741221		0.909766
0.212		0.739701		0.907777
0.213		0.738185		0.905794
0.214		0.736672		0.903817
0.215		0.735161		0.901846
0.216		0.733654		0.89988
0.217		0.732151		0.897921
0.218		0.73065		0.895968
0.219		0.729153		0.89402
0.22		0.727659		0.892079
0.221		0.726168		0.890144
0.222		0.724681		0.888214
0.223		0.723197		0.886291
0.224		0.721717		0.884373
0.225		0.72024		0.882461
0.226		0.718766		0.880556
0.227		0.717296		0.878656
0.228		0.71583		0.876762
0.229		0.714367		0.874875
0.23		0.712908		0.872993
0.231		0.711452		0.871117
0.232		0.71		0.869247
0.233		0.708551		0.867383
0.234		0.707106		0.865525
0.235		0.705665		0.863673
0.236		0.704228		0.861827
0.237		0.702794		0.859987
0.238		0.701364		0.858153
0.239		0.699938		0.856324
0.24		0.698515		0.854502
0.241		0.697096		0.852685
0.242		0.695681		0.850875
0.243		0.69427		0.84907
0.244		0.692862		0.847271
0.245		0.691459		0.845478
0.246		0.690059		0.843691
0.247		0.688663		0.84191
0.248		0.687271		0.840134
0.249		0.685882		0.838365
0.25		0.684498		0.836601
0.251		0.683117		0.834843
0.252		0.68174		0.833091
0.253		0.680367		0.831344
0.254		0.678998		0.829604
0.255		0.677633		0.827869
0.256		0.676272		0.82614
0.257		0.674914		0.824417
0.258		0.673561		0.822699
0.259		0.672211		0.820987
0.26		0.670865		0.819281
0.261		0.669524		0.81758
0.262		0.668186		0.815885
0.263		0.666851		0.814196
0.264		0.665521		0.812513
0.265		0.664195		0.810835
0.266		0.662872		0.809162
0.267		0.661554		0.807496
0.268		0.660239		0.805835
0.269		0.658928		0.804179
0.27		0.657622		0.802529
0.271		0.656319		0.800885
0.272		0.655019		0.799246
0.273		0.653724		0.797612
0.274		0.652433		0.795984
0.275		0.651145		0.794362
0.276		0.649862		0.792745
0.277		0.648582		0.791133
0.278		0.647306		0.789527
0.279		0.646034		0.787926
0.28		0.644766		0.786331
0.281		0.643501		0.784741
0.282		0.642241		0.783156
0.283		0.640984		0.781577
0.284		0.639731		0.780003
0.285		0.638482		0.778435
0.286		0.637237		0.776871
0.287		0.635995		0.775313
0.288		0.634758		0.77376
0.289		0.633524		0.772213
0.29		0.632294		0.77067
0.291		0.631067		0.769133
0.292		0.629845		0.767601
0.293		0.628626		0.766074
0.294		0.627411		0.764552
0.295		0.6262		0.763036
0.296		0.624992		0.761524
0.297		0.623788		0.760018
0.298		0.622588		0.758517
0.299		0.621392		0.75702
0.3		0.620199		0.755529
0.301		0.61901		0.754043
0.302		0.617825		0.752562
0.303		0.616643		0.751085
0.304		0.615465		0.749614
0.305		0.614291		0.748148
0.306		0.61312		0.746686
0.307		0.611953		0.74523
0.308		0.61079		0.743778
0.309		0.60963		0.742331
0.31		0.608474		0.740889
0.311		0.607321		0.739452
0.312		0.606172		0.73802
0.313		0.605027		0.736592
0.314		0.603885		0.73517
0.315		0.602747		0.733752
0.316		0.601612		0.732339
0.317		0.600481		0.73093
0.318		0.599353		0.729526
