0.001		-nan(ind)		-nan(ind)
0.002		0.000377885		0.000814272
0.003		0.000641442		0.00112794
0.004		0.00143417		0.00124163
0.005		0.0034997		0.00175125
0.006		0.00710137		0.00298144
0.007		0.0120801		0.00453028
0.008		0.0181314		0.00600458
0.009		0.0249659		0.00721313
0.01		0.0323556		0.00813645
0.011		0.0401272		0.0088564
0.012		0.0481422		0.00948155
0.013		0.0562811		0.0100931
0.014		0.0644357		0.0107236
0.015		0.072508		0.011365
0.016		0.0804108		0.0119898
0.017		0.0880701		0.0125705
0.018		0.0954256		0.0130898
0.019		0.102431		0.0135429
0.02		0.109052		0.0139355
0.021		0.115267		0.0142792
0.022		0.121062		0.0145875
0.023		0.126432		0.0148727
0.024		0.131378		0.0151437
0.025		0.135904		0.0154051
0.026		0.140019		0.0156578
0.027		0.143736		0.0158993
0.028		0.147067		0.0161251
0.029		0.150029		0.0163298
0.03		0.152637		0.016508
0.031		0.15491		0.0166546
0.032		0.156867		0.0167658
0.033		0.158526		0.0168387
0.034		0.159907		0.0168718
0.035		0.161029		0.0168649
0.036		0.161912		0.0168184
0.037		0.162574		0.016734
0.038		0.163034		0.0166138
0.039		0.163311		0.0164604
0.04		0.163421		0.016277
0.041		0.163381		0.0160667
0.042		0.163206		0.0158329
0.043		0.162913		0.0155789
0.044		0.162514		0.0153079
0.045		0.162023		0.0150231
0.046		0.161453		0.0147274
0.047		0.160814		0.0144236
0.048		0.160117		0.0141143
0.049		0.159372		0.0138016
0.05		0.158587		0.0134879
0.051		0.157771		0.0131749
0.052		0.156931		0.0128644
0.053		0.156073		0.0125579
0.054		0.155204		0.0122567
0.055		0.15433		0.0119618
0.056		0.153454		0.0116744
0.057		0.152582		0.0113952
0.058		0.151717		0.0111249
0.059		0.150863		0.0108642
0.06		0.150023		0.0106135
0.061		0.149199		0.0103731
0.062		0.148395		0.0101435
0.063		0.147612		0.00992475
0.064		0.146852		0.00971709
0.065		0.146117		0.00952058
0.066		0.145408		0.00933527
0.067		0.144725		0.00916115
0.068		0.144071		0.00899818
0.069		0.143446		0.00884627
0.07		0.142851		0.0087053
0.071		0.142285		0.00857513
0.072		0.14175		0.00845558
0.073		0.141246		0.00834647
0.074		0.140773		0.00824757
0.075		0.140331		0.00815865
0.076		0.13992		0.00807948
0.077		0.13954		0.00800979
0.078		0.139191		0.00794933
0.079		0.138872		0.0078978
0.08		0.138585		0.00785493
0.081		0.138327		0.00782044
0.082		0.1381		0.00779402
0.083		0.137902		0.0077754
0.084		0.137733		0.00776426
0.085		0.137593		0.00776031
0.086		0.137482		0.00776327
0.087		0.137399		0.00777284
0.088		0.137344		0.00778874
0.089		0.137315		0.00781068
0.09		0.137314		0.00783837
0.091		0.137338		0.00787156
0.092		0.137389		0.00790997
0.093		0.137464		0.00795334
0.094		0.137564		0.00800142
0.095		0.137689		0.00805396
0.096		0.137838		0.00811071
0.097		0.138009		0.00817146
0.098		0.138204		0.00823596
0.099		0.138421		0.00830401
0.1		0.138659		0.00837539
0.101		0.138919		0.00844991
0.102		0.1392		0.00852735
0.103		0.139501		0.00860754
0.104		0.139822		0.00869028
0.105		0.140163		0.00877541
0.106		0.140522		0.00886276
0.107		0.140901		0.00895215
0.108		0.141297		0.00904344
0.109		0.141711		0.00913647
0.11		0.142142		0.00923109
0.111		0.142589		0.00932716
0.112		0.143054		0.00942455
0.113		0.143534		0.00952313
0.114		0.144029		0.00962277
0.115		0.14454		0.00972335
0.116		0.145066		0.00982475
0.117		0.145605		0.00992687
0.118		0.146159		0.0100296
0.119		0.146727		0.0101328
0.12		0.147307		0.0102364
0.121		0.147901		0.0103403
0.122		0.148507		0.0104445
0.123		0.149125		0.0105487
0.124		0.149755		0.010653
0.125		0.150396		0.0107572
0.126		0.151048		0.0108613
0.127		0.151712		0.0109652
0.128		0.152386		0.0110688
0.129		0.153069		0.0111721
0.13		0.153763		0.011275
0.131		0.154466		0.0113773
0.132		0.155179		0.0114792
0.133		0.1559		0.0115804
0.134		0.156631		0.0116809
0.135		0.157369		0.0117808
0.136		0.158116		0.0118799
0.137		0.15887		0.0119781
0.138		0.159632		0.0120755
0.139		0.160401		0.012172
0.14		0.161177		0.0122675
0.141		0.16196		0.012362
0.142		0.16275		0.0124554
0.143		0.163545		0.0125478
0.144		0.164347		0.012639
0.145		0.165155		0.0127291
0.146		0.165967		0.0128181
0.147		0.166786		0.0129058
0.148		0.167609		0.0129922
0.149		0.168437		0.0130774
0.15		0.169269		0.0131612
0.151		0.170106		0.0132438
0.152		0.170948		0.013325
0.153		0.171793		0.0134048
0.154		0.172641		0.0134832
0.155		0.173494		0.0135602
0.156		0.174349		0.0136358
0.157		0.175208		0.0137099
0.158		0.17607		0.0137826
0.159		0.176934		0.0138538
0.16		0.177801		0.0139235
0.161		0.17867		0.0139917
0.162		0.179541		0.0140584
0.163		0.180414		0.0141236
0.164		0.181289		0.0141872
0.165		0.182166		0.0142493
0.166		0.183043		0.0143098
0.167		0.183923		0.0143688
0.168		0.184803		0.0144263
0.169		0.185684		0.0144822
0.17		0.186566		0.0145365
0.171		0.187448		0.0145892
0.172		0.188331		0.0146404
0.173		0.189214		0.0146901
0.174		0.190097		0.0147381
0.175		0.19098		0.0147846
0.176		0.191863		0.0148296
0.177		0.192745		0.0148729
0.178		0.193627		0.0149148
0.179		0.194509		0.014955
0.18		0.195389		0.0149938
0.181		0.196269		0.015031
0.182		0.197147		0.0150666
0.183		0.198024		0.0151007
0.184		0.1989		0.0151333
0.185		0.199775		0.0151644
0.186		0.200647		0.015194
0.187		0.201519		0.0152221
0.188		0.202388		0.0152487
0.189		0.203255		0.0152738
0.19		0.20412		0.0152975
0.191		0.204983		0.0153197
0.192		0.205844		0.0153404
0.193		0.206702		0.0153597
0.194		0.207558		0.0153776
0.195		0.208411		0.0153941
0.196		0.209261		0.0154092
0.197		0.210109		0.0154229
0.198		0.210953		0.0154352
0.199		0.211795		0.0154461
0.2		0.212633		0.0154557
0.201		0.213468		0.015464
0.202		0.2143		0.0154709
0.203		0.215128		0.0154766
0.204		0.215953		0.0154809
0.205		0.216774		0.015484
0.206		0.217591		0.0154858
0.207		0.218405		0.0154864
0.208		0.219215		0.0154857
0.209		0.220021		0.0154838
0.21		0.220823		0.0154807
0.211		0.22162		0.0154765
0.212		0.222414		0.015471
0.213		0.223203		0.0154644
