0.001		-nan(ind)		-nan(ind)
0.002		0.00110912		0.00102053
0.003		0.00296339		0.00133961
0.004		0.00707104		0.00347658
0.005		0.0122272		0.00583887
0.006		0.0178847		0.00741474
0.007		0.0242423		0.00807386
0.008		0.0315421		0.00816103
0.009		0.0397681		0.00816259
0.01		0.0486721		0.00845966
0.011		0.0578977		0.00915405
0.012		0.0670873		0.0100994
0.013		0.0759472		0.0110832
0.014		0.0842725		0.0119501
0.015		0.0919466		0.0126274
0.016		0.0989253		0.0131061
0.017		0.105216		0.0134163
0.018		0.11086		0.013606
0.019		0.115912		0.0137262
0.02		0.120432		0.013821
0.021		0.124476		0.0139225
0.022		0.128093		0.0140489
0.023		0.131324		0.0142063
0.024		0.134202		0.0143907
0.025		0.136752		0.014592
0.026		0.138995		0.0147974
0.027		0.140948		0.0149935
0.028		0.142626		0.0151684
0.029		0.14404		0.0153124
0.03		0.145205		0.0154184
0.031		0.146132		0.0154818
0.032		0.146835		0.0155005
0.033		0.147329		0.0154743
0.034		0.147626		0.0154044
0.035		0.147743		0.0152933
0.036		0.147693		0.0151444
0.037		0.147491		0.0149615
0.038		0.147153		0.0147487
0.039		0.146693		0.0145104
0.04		0.146125		0.0142506
0.041		0.145462		0.0139735
0.042		0.144718		0.0136828
0.043		0.143904		0.0133821
0.044		0.143032		0.0130747
0.045		0.142112		0.0127634
0.046		0.141155		0.0124507
0.047		0.140168		0.0121391
0.048		0.13916		0.0118303
0.049		0.138139		0.0115262
0.05		0.137112		0.0112281
0.051		0.136083		0.0109371
0.052		0.135059		0.0106544
0.053		0.134045		0.0103805
0.054		0.133044		0.0101163
0.055		0.132061		0.00986201
0.056		0.131098		0.00961811
0.057		0.130158		0.00938481
0.058		0.129245		0.00916224
0.059		0.12836		0.00895046
0.06		0.127505		0.00874946
0.061		0.126681		0.00855919
0.062		0.12589		0.00837954
0.063		0.125133		0.00821038
0.064		0.12441		0.00805155
0.065		0.123723		0.00790285
0.066		0.123072		0.00776408
0.067		0.122457		0.00763504
0.068		0.121879		0.0075155
0.069		0.121337		0.00740524
0.07		0.120832		0.00730403
0.071		0.120364		0.00721165
0.072		0.119932		0.00712788
0.073		0.119537		0.00705249
0.074		0.119177		0.00698527
0.075		0.118853		0.00692599
0.076		0.118565		0.00687446
0.077		0.118311		0.00683046
0.078		0.118092		0.0067938
0.079		0.117907		0.00676428
0.08		0.117755		0.0067417
0.081		0.117636		0.00672586
0.082		0.11755		0.0067166
0.083		0.117496		0.00671371
0.084		0.117473		0.00671702
0.085		0.11748		0.00672634
0.086		0.117518		0.0067415
0.087		0.117586		0.00676232
0.088		0.117682		0.00678862
0.089		0.117807		0.00682024
0.09		0.11796		0.006857
0.091		0.11814		0.00689872
0.092		0.118346		0.00694524
0.093		0.118579		0.00699639
0.094		0.118837		0.007052
0.095		0.11912		0.00711191
0.096		0.119427		0.00717595
0.097		0.119757		0.00724397
0.098		0.120111		0.00731579
0.099		0.120488		0.00739127
0.1		0.120886		0.00747025
0.101		0.121306		0.00755257
0.102		0.121747		0.00763808
0.103		0.122209		0.00772663
0.104		0.12269		0.00781808
0.105		0.123191		0.00791228
0.106		0.12371		0.00800908
0.107		0.124248		0.00810836
0.108		0.124804		0.00820997
0.109		0.125377		0.00831377
0.11		0.125967		0.00841964
0.111		0.126574		0.00852745
0.112		0.127196		0.00863707
0.113		0.127834		0.00874839
0.114		0.128487		0.00886127
0.115		0.129155		0.0089756
0.116		0.129837		0.00909128
0.117		0.130533		0.00920817
0.118		0.131243		0.00932619
0.119		0.131965		0.00944521
0.12		0.1327		0.00956514
0.121		0.133447		0.00968588
0.122		0.134206		0.00980732
0.123		0.134976		0.00992937
0.124		0.135758		0.0100519
0.125		0.13655		0.0101749
0.126		0.137353		0.0102983
0.127		0.138165		0.0104218
0.128		0.138987		0.0105456
0.129		0.139819		0.0106694
0.13		0.14066		0.0107933
0.131		0.141509		0.010917
0.132		0.142367		0.0110407
0.133		0.143233		0.0111641
0.134		0.144106		0.0112872
0.135		0.144987		0.01141
0.136		0.145875		0.0115323
0.137		0.14677		0.0116542
0.138		0.147672		0.0117755
0.139		0.14858		0.0118963
0.14		0.149493		0.0120163
0.141		0.150413		0.0121357
0.142		0.151338		0.0122542
0.143		0.152269		0.012372
0.144		0.153204		0.0124889
0.145		0.154144		0.0126048
0.146		0.155088		0.0127198
0.147		0.156037		0.0128338
0.148		0.15699		0.0129467
0.149		0.157946		0.0130585
0.15		0.158906		0.0131692
0.151		0.159869		0.0132788
0.152		0.160835		0.0133871
0.153		0.161804		0.0134942
0.154		0.162776		0.0136
0.155		0.16375		0.0137045
0.156		0.164726		0.0138076
0.157		0.165705		0.0139094
0.158		0.166685		0.0140098
0.159		0.167666		0.0141088
0.16		0.168649		0.0142063
0.161		0.169633		0.0143024
0.162		0.170619		0.014397
0.163		0.171605		0.0144901
0.164		0.172591		0.0145817
0.165		0.173578		0.0146717
0.166		0.174566		0.0147602
0.167		0.175553		0.0148471
0.168		0.176541		0.0149324
0.169		0.177528		0.0150161
0.17		0.178515		0.0150982
0.171		0.179501		0.0151786
0.172		0.180487		0.0152575
0.173		0.181472		0.0153347
0.174		0.182455		0.0154102
0.175		0.183438		0.0154842
0.176		0.184419		0.0155564
0.177		0.185399		0.015627
0.178		0.186377		0.0156959
0.179		0.187353		0.0157631
0.18		0.188328		0.0158287
0.181		0.1893		0.0158926
0.182		0.190271		0.0159548
0.183		0.191239		0.0160154
0.184		0.192204		0.0160742
0.185		0.193168		0.0161315
0.186		0.194128		0.016187
0.187		0.195086		0.0162409
0.188		0.196041		0.0162931
0.189		0.196993		0.0163437
0.19		0.197941		0.0163926
0.191		0.198887		0.0164399
0.192		0.199829		0.0164855
0.193		0.200768		0.0165295
0.194		0.201703		0.0165719
0.195		0.202635		0.0166127
0.196		0.203563		0.0166519
0.197		0.204487		0.0166895
0.198		0.205407		0.0167255
0.199		0.206323		0.0167599
0.2		0.207235		0.0167928
0.201		0.208143		0.0168241
0.202		0.209047		0.0168539
0.203		0.209946		0.0168821
0.204		0.210841		0.0169088
0.205		0.211731		0.0169341
0.206		0.212617		0.0169578
0.207		0.213498		0.0169801
0.208		0.214375		0.0170008
0.209		0.215246		0.0170202
0.21		0.216113		0.0170381
0.211		0.216975		0.0170546
0.212		0.217832		0.0170697
0.213		0.218683		0.0170834
0.214		0.21953		0.0170957
0.215		0.220371		0.0171066
0.216		0.221207		0.0171162
0.217		0.222038		0.0171245
0.218		0.222864		0.0171314
0.219		0.223684		0.0171371
0.22		0.224499		0.0171415
0.221		0.225308		0.0171446
0.222		0.226111		0.0171464
0.223		0.226909		0.017147
0.224		0.227702		0.0171464
0.225		0.228489		0.0171446
