0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		-nan(ind)		-nan(ind)
0.004		0.0119542		0.00477444
0.005		0.0157599		0.00533579
0.006		0.0201939		0.00530234
0.007		0.0262161		0.00528354
0.008		0.0340523		0.00572423
0.009		0.0433594		0.00667856
0.01		0.0535398		0.00793145
0.011		0.0639797		0.00925903
0.012		0.0741753		0.0105197
0.013		0.0837734		0.0116415
0.014		0.0925634		0.0125962
0.015		0.100448		0.0133805
0.016		0.10741		0.0140036
0.017		0.113483		0.0144809
0.018		0.118728		0.01483
0.019		0.123219		0.0150684
0.02		0.127033		0.0152125
0.021		0.130241		0.0152768
0.022		0.13291		0.0152743
0.023		0.1351		0.015216
0.024		0.136862		0.0151112
0.025		0.138241		0.0149679
0.026		0.139277		0.0147924
0.027		0.140005		0.0145903
0.028		0.140457		0.0143662
0.029		0.14066		0.0141239
0.03		0.140641		0.0138668
0.031		0.140422		0.0135977
0.032		0.140024		0.0133193
0.033		0.139469		0.0130339
0.034		0.138775		0.0127435
0.035		0.137959		0.01245
0.036		0.137038		0.0121552
0.037		0.136027		0.0118608
0.038		0.134939		0.011568
0.039		0.133788		0.0112783
0.04		0.132587		0.0109929
0.041		0.131345		0.0107127
0.042		0.130073		0.0104388
0.043		0.128781		0.0101719
0.044		0.127476		0.00991283
0.045		0.126167		0.00966208
0.046		0.124861		0.00942018
0.047		0.123562		0.00918752
0.048		0.122278		0.00896443
0.049		0.121013		0.00875113
0.05		0.11977		0.00854778
0.051		0.118555		0.0083545
0.052		0.117369		0.00817131
0.053		0.116217		0.00799821
0.054		0.1151		0.00783514
0.055		0.11402		0.00768202
0.056		0.11298		0.00753872
0.057		0.111981		0.00740509
0.058		0.111023		0.00728096
0.059		0.110108		0.00716614
0.06		0.109237		0.00706041
0.061		0.108409		0.00696355
0.062		0.107626		0.00687534
0.063		0.106888		0.00679554
0.064		0.106194		0.0067239
0.065		0.105545		0.00666019
0.066		0.10494		0.00660417
0.067		0.104379		0.00655558
0.068		0.103862		0.00651419
0.069		0.103389		0.00647976
0.07		0.102958		0.00645207
0.071		0.10257		0.00643088
0.072		0.102224		0.00641597
0.073		0.101919		0.00640714
0.074		0.101654		0.00640416
0.075		0.10143		0.00640685
0.076		0.101245		0.00641501
0.077		0.101098		0.00642845
0.078		0.100989		0.00644699
0.079		0.100918		0.00647046
0.08		0.100882		0.00649869
0.081		0.100883		0.00653153
0.082		0.100918		0.00656881
0.083		0.100987		0.0066104
0.084		0.10109		0.00665615
0.085		0.101226		0.00670593
0.086		0.101393		0.00675959
0.087		0.101592		0.00681702
0.088		0.101821		0.00687809
0.089		0.102079		0.00694267
0.09		0.102367		0.00701066
0.091		0.102683		0.00708193
0.092		0.103027		0.00715637
0.093		0.103397		0.00723388
0.094		0.103794		0.00731434
0.095		0.104216		0.00739765
0.096		0.104663		0.00748371
0.097		0.105135		0.00757241
0.098		0.10563		0.00766365
0.099		0.106148		0.00775733
0.1		0.106688		0.00785335
0.101		0.10725		0.00795161
0.102		0.107834		0.00805201
0.103		0.108438		0.00815446
0.104		0.109061		0.00825886
0.105		0.109704		0.00836511
0.106		0.110366		0.00847312
0.107		0.111047		0.00858278
0.108		0.111745		0.00869402
0.109		0.11246		0.00880673
0.11		0.113192		0.00892083
0.111		0.11394		0.00903621
0.112		0.114704		0.00915279
0.113		0.115483		0.00927048
0.114		0.116277		0.00938919
0.115		0.117085		0.00950883
0.116		0.117907		0.00962931
0.117		0.118742		0.00975055
0.118		0.119591		0.00987245
0.119		0.120451		0.00999495
0.12		0.121324		0.0101179
0.121		0.122208		0.0102414
0.122		0.123103		0.0103651
0.123		0.12401		0.0104891
0.124		0.124926		0.0106133
0.125		0.125853		0.0107376
0.126		0.126789		0.0108619
0.127		0.127734		0.0109862
0.128		0.128688		0.0111104
0.129		0.129651		0.0112344
0.13		0.130622		0.0113581
0.131		0.131601		0.0114815
0.132		0.132587		0.0116045
0.133		0.13358		0.011727
0.134		0.13458		0.0118491
0.135		0.135587		0.0119705
0.136		0.136599		0.0120913
0.137		0.137618		0.0122114
0.138		0.138642		0.0123308
0.139		0.139671		0.0124493
0.14		0.140705		0.012567
0.141		0.141744		0.0126838
0.142		0.142787		0.0127996
0.143		0.143834		0.0129144
0.144		0.144885		0.0130281
0.145		0.14594		0.0131408
0.146		0.146998		0.0132522
0.147		0.148059		0.0133626
0.148		0.149122		0.0134716
0.149		0.150188		0.0135795
0.15		0.151257		0.013686
0.151		0.152327		0.0137912
0.152		0.153399		0.013895
0.153		0.154473		0.0139975
0.154		0.155548		0.0140985
0.155		0.156624		0.014198
0.156		0.157701		0.0142961
0.157		0.158778		0.0143926
0.158		0.159856		0.0144877
0.159		0.160935		0.0145811
0.16		0.162013		0.014673
0.161		0.163091		0.0147633
0.162		0.164169		0.014852
0.163		0.165247		0.0149391
0.164		0.166323		0.0150245
0.165		0.167399		0.0151083
0.166		0.168474		0.0151904
0.167		0.169547		0.0152708
0.168		0.170619		0.0153495
0.169		0.17169		0.0154265
0.17		0.172758		0.0155018
0.171		0.173825		0.0155753
