0.005		0.111188
0.01		0.169211
0.015		0.228682
0.02		0.226755
0.025		0.203061
0.03		0.180563
0.035		0.163796
0.04		0.152061
0.045		0.144085
0.05		0.138932
0.055		0.135979
0.06		0.134792
0.065		0.135039
0.07		0.136453
0.075		0.138808
0.08		0.141916
0.085		0.145619
0.09		0.149788
0.095		0.154316
0.1		0.159118
0.105		0.164125
0.11		0.169282
0.115		0.174545
0.12		0.179879
0.125		0.185257
0.13		0.190653
0.135		0.196051
0.14		0.201432
0.145		0.206783
0.15		0.212092
0.155		0.217347
0.16		0.222537
0.165		0.227653
0.17		0.232685
0.175		0.237625
0.18		0.242464
0.185		0.247194
0.19		0.251808
0.195		0.256299
0.2		0.26066
0.205		0.264885
0.21		0.26897
0.215		0.272908
0.22		0.276697
0.225		0.280332
0.23		0.28381
0.235		0.287128
0.24		0.290286
0.245		0.293281
0.25		0.296112
0.255		0.29878
0.26		0.301284
0.265		0.303625
0.27		0.305804
0.275		0.307823
0.28		0.309684
0.285		0.311389
0.29		0.31294
0.295		0.314341
0.3		0.315594
0.305		0.316703
0.31		0.317672
0.315		0.318503
0.32		0.319202
0.325		0.319772
0.33		0.320218
0.335		0.320542
0.34		0.320751
0.345		0.320847
0.35		0.320835
0.355		0.32072
0.36		0.320505
0.365		0.320195
0.37		0.319794
0.375		0.319307
0.38		0.318736
0.385		0.318087
0.39		0.317363
0.395		0.316568
0.4		0.315706
0.405		0.314779
0.41		0.313793
0.415		0.31275
0.42		0.311653
0.425		0.310506
0.43		0.309312
0.435		0.308074
0.44		0.306795
0.445		0.305477
0.45		0.304123
0.455		0.302736
0.46		0.301318
0.465		0.299871
0.47		0.298398
0.475		0.296902
0.48		0.295383
0.485		0.293844
0.49		0.292287
0.495		0.290713
0.5		0.289125
0.505		0.287523
0.51		0.28591
0.515		0.284287
0.52		0.282655
0.525		0.281016
0.53		0.27937
0.535		0.277719
0.54		0.276065
0.545		0.274407
0.55		0.272748
0.555		0.271087
0.56		0.269426
0.565		0.267767
0.57		0.266108
0.575		0.264452
0.58		0.262799
0.585		0.261149
0.59		0.259503
0.595		0.257862
0.6		0.256226
0.605		0.254596
0.61		0.252972
0.615		0.251354
0.62		0.249744
0.625		0.24814
0.63		0.246545
0.635		0.244957
0.64		0.243377
0.645		0.241806
0.65		0.240244
0.655		0.238691
0.66		0.237147
0.665		0.235612
0.67		0.234087
0.675		0.232571
0.68		0.231065
0.685		0.229569
0.69		0.228084
0.695		0.226608
0.7		0.225142
0.705		0.223687
0.71		0.222242
0.715		0.220807
0.72		0.219383
0.725		0.217969
0.73		0.216566
0.735		0.215173
0.74		0.213791
0.745		0.212419
0.75		0.211058
0.755		0.209707
0.76		0.208366
0.765		0.207036
0.77		0.205717
0.775		0.204407
0.78		0.203108
0.785		0.20182
0.79		0.200541
0.795		0.199273
0.8		0.198015
0.805		0.196767
0.81		0.195529
0.815		0.194302
0.82		0.193084
0.825		0.191876
0.83		0.190677
0.835		0.189489
0.84		0.18831
0.845		0.187141
0.85		0.185981
0.855		0.184831
0.86		0.18369
0.865		0.182558
0.87		0.181436
0.875		0.180323
0.88		0.179219
0.885		0.178124
0.89		0.177038
0.895		0.175961
0.9		0.174893
0.905		0.173833
0.91		0.172782
0.915		0.17174
0.92		0.170706
0.925		0.169681
0.93		0.168664
0.935		0.167655
0.94		0.166654
0.945		0.165662
0.95		0.164678
0.955		0.163701
0.96		0.162733
0.965		0.161772
0.97		0.160819
0.975		0.159874
0.98		0.158937
0.985		0.158007
0.99		0.157084
0.995		0.156169
1		0.155261
1.005		0.154361
1.01		0.153468
1.015		0.152581
1.02		0.151702
1.025		0.15083
1.03		0.149965
1.035		0.149107
1.04		0.148255
1.045		0.147411
1.05		0.146573
1.055		0.145741
1.06		0.144916
1.065		0.144098
1.07		0.143286
1.075		0.14248
1.08		0.14168
1.085		0.140887
1.09		0.1401
1.095		0.139319
1.1		0.138545
1.105		0.137776
