0.001		-nan(ind)		-nan(ind)
0.002		0.118238		0.129862
0.003		0.873093		0.960471
0.004		2.10126		2.32036
0.005		3.2617		3.62054
0.006		4.11012		4.58778
0.007		4.64247		5.20993
0.008		4.93447		5.56522
0.009		5.06464		5.73814
0.01		5.09303		5.79466
0.011		5.06062		5.78049
0.012		4.99382		5.72544
0.013		4.90904		5.6482
0.014		4.81623		5.56017
0.015		4.7212		5.46812
0.016		4.62725		5.37589
0.017		4.53617		5.2856
0.018		4.44883		5.19833
0.019		4.36556		5.11455
0.02		4.28644		5.03441
0.021		4.21136		4.95788
0.022		4.14016		4.88484
0.023		4.07262		4.81512
0.024		4.00853		4.74854
0.025		3.94766		4.68494
0.026		3.88982		4.62414
0.027		3.83479		4.56596
0.028		3.7824		4.51026
0.029		3.73246		4.45687
0.03		3.6848		4.40566
0.031		3.63926		4.35648
0.032		3.59571		4.3092
0.033		3.55399		4.26371
0.034		3.51398		4.21988
0.035		3.47555		4.17759
0.036		3.43859		4.13675
0.037		3.40299		4.09724
0.038		3.36865		4.05899
0.039		3.33549		4.0219
0.04		3.3034		3.98589
0.041		3.27233		3.95088
0.042		3.24218		3.91681
0.043		3.21291		3.8836
0.044		3.18443		3.8512
0.045		3.15671		3.81956
0.046		3.12968		3.78862
0.047		3.10329		3.75833
0.048		3.07752		3.72866
0.049		3.0523		3.69956
0.05		3.02762		3.671
0.051		3.00343		3.64295
0.052		2.97971		3.61537
0.053		2.95643		3.58825
0.054		2.93356		3.56155
0.055		2.91109		3.53525
0.056		2.88898		3.50934
0.057		2.86723		3.48379
0.058		2.84581		3.45859
0.059		2.82471		3.43372
0.06		2.80391		3.40918
0.061		2.78341		3.38494
0.062		2.76319		3.361
0.063		2.74323		3.33734
0.064		2.72354		3.31396
0.065		2.7041		3.29085
0.066		2.68489		3.268
0.067		2.66593		3.2454
0.068		2.64719		3.22305
0.069		2.62867		3.20094
0.07		2.61037		3.17906
0.071		2.59228		3.15742
0.072		2.5744		3.136
0.073		2.55671		3.1148
0.074		2.53922		3.09382
0.075		2.52193		3.07306
0.076		2.50482		3.0525
0.077		2.48789		3.03215
0.078		2.47115		3.012
0.079		2.45459		2.99206
0.08		2.4382		2.97231
0.081		2.42198		2.95276
0.082		2.40593		2.9334
0.083		2.39005		2.91423
0.084		2.37434		2.89526
0.085		2.35879		2.87646
0.086		2.3434		2.85785
0.087		2.32816		2.83943
0.088		2.31308		2.82118
0.089		2.29816		2.80311
0.09		2.28339		2.78522
0.091		2.26877		2.76751
0.092		2.25429		2.74996
0.093		2.23996		2.73259
0.094		2.22578		2.71538
0.095		2.21174		2.69834
0.096		2.19784		2.68147
0.097		2.18409		2.66476
0.098		2.17046		2.64822
0.099		2.15698		2.63183
0.1		2.14363		2.61561
0.101		2.13041		2.59954
0.102		2.11733		2.58362
0.103		2.10438		2.56787
0.104		2.09155		2.55226
0.105		2.07885		2.5368
0.106		2.06628		2.5215
0.107		2.05383		2.50634
0.108		2.04151		2.49133
0.109		2.0293		2.47646
0.11		2.01722		2.46174
0.111		2.00526		2.44716
0.112		1.99341		2.43271
0.113		1.98168		2.41841
0.114		1.97007		2.40425
0.115		1.95856		2.39022
0.116		1.94718		2.37632
0.117		1.9359		2.36256
0.118		1.92473		2.34893
0.119		1.91367		2.33543
0.12		1.90272		2.32206
0.121		1.89187		2.30882
0.122		1.88113		2.2957
0.123		1.87049		2.28271
0.124		1.85995		2.26984
0.125		1.84952		2.25709
0.126		1.83918		2.24446
0.127		1.82895		2.23195
0.128		1.81881		2.21956
0.129		1.80877		2.20729
0.13		1.79882		2.19513
0.131		1.78897		2.18309
0.132		1.77922		2.17116
0.133		1.76955		2.15934
0.134		1.75998		2.14763
0.135		1.75049		2.13603
0.136		1.7411		2.12453
0.137		1.73179		2.11315
0.138		1.72257		2.10187
0.139		1.71344		2.09069
0.14		1.70439		2.07962
0.141		1.69543		2.06865
0.142		1.68655		2.05778
0.143		1.67775		2.04701
0.144		1.66903		2.03633
0.145		1.66039		2.02576
0.146		1.65183		2.01528
0.147		1.64335		2.00489
0.148		1.63495		1.9946
0.149		1.62662		1.98441
0.15		1.61837		1.9743
0.151		1.6102		1.96429
0.152		1.6021		1.95436
0.153		1.59407		1.94453
0.154		1.58611		1.93478
0.155		1.57823		1.92512
0.156		1.57041		1.91555
0.157		1.56267		1.90606
0.158		1.55499		1.89665
0.159		1.54739		1.88733
0.16		1.53985		1.87809
0.161		1.53237		1.86893
0.162		1.52497		1.85985
0.163		1.51763		1.85085
0.164		1.51035		1.84192
0.165		1.50313		1.83308
0.166		1.49598		1.82431
0.167		1.48889		1.81562
0.168		1.48186		1.807
0.169		1.4749		1.79846
0.17		1.46799		1.78999
0.171		1.46114		1.78159
0.172		1.45435		1.77327
0.173		1.44762		1.76501
0.174		1.44095		1.75683
0.175		1.43433		1.74871
0.176		1.42777		1.74067
0.177		1.42127		1.73269
0.178		1.41482		1.72477
0.179		1.40842		1.71693
0.18		1.40208		1.70915
0.181		1.39579		1.70143
0.182		1.38955		1.69378
0.183		1.38336		1.68619
0.184		1.37723		1.67866
0.185		1.37115		1.6712
0.186		1.36511		1.6638
0.187		1.35913		1.65645
0.188		1.35319		1.64917
0.189		1.34731		1.64195
0.19		1.34147		1.63479
0.191		1.33568		1.62768
0.192		1.32993		1.62063
0.193		1.32424		1.61364
0.194		1.31858		1.6067
0.195		1.31298		1.59982
0.196		1.30741		1.59299
0.197		1.3019		1.58622
0.198		1.29642		1.5795
0.199		1.29099		1.57284
0.2		1.2856		1.56623
0.201		1.28026		1.55967
0.202		1.27496		1.55316
0.203		1.26969		1.5467
0.204		1.26447		1.54029
0.205		1.25929		1.53393
0.206		1.25415		1.52763
0.207		1.24905		1.52137
0.208		1.24399		1.51515
0.209		1.23897		1.50899
0.21		1.23399		1.50287
0.211		1.22904		1.4968
0.212		1.22414		1.49078
0.213		1.21927		1.4848
0.214		1.21443		1.47887
0.215		1.20964		1.47298
0.216		1.20488		1.46714
0.217		1.20015		1.46134
0.218		1.19546		1.45558
0.219		1.19081		1.44987
0.22		1.18619		1.4442
0.221		1.1816		1.43857
0.222		1.17705		1.43298
0.223		1.17253		1.42744
0.224		1.16805		1.42193
0.225		1.1636		1.41647
0.226		1.15918		1.41104
0.227		1.15479		1.40566
0.228		1.15043		1.40031
0.229		1.14611		1.39501
0.23		1.14182		1.38974
0.231		1.13756		1.38451
0.232		1.13333		1.37931
0.233		1.12912		1.37416
0.234		1.12495		1.36904
0.235		1.12081		1.36396
0.236		1.1167		1.35891
0.237		1.11262		1.3539
0.238		1.10857		1.34892
0.239		1.10454		1.34398
0.24		1.10054		1.33908
0.241		1.09657		1.3342
0.242		1.09263		1.32937
0.243		1.08872		1.32456
0.244		1.08483		1.31979
0.245		1.08097		1.31506
0.246		1.07714		1.31035
0.247		1.07333		1.30568
0.248		1.06955		1.30104
0.249		1.06579		1.29643
0.25		1.06206		1.29185
0.251		1.05836		1.28731
0.252		1.05468		1.28279
0.253		1.05103		1.27831
0.254		1.0474		1.27385
0.255		1.04379		1.26943
0.256		1.04021		1.26503
0.257		1.03665		1.26067
0.258		1.03312		1.25633
0.259		1.02961		1.25202
0.26		1.02612		1.24774
0.261		1.02266		1.24349
0.262		1.01921		1.23927
0.263		1.01579		1.23508
0.264		1.0124		1.23091
0.265		1.00902		1.22677
0.266		1.00567		1.22266
0.267		1.00234		1.21857
0.268		0.99903		1.21451
0.269		0.995742		1.21048
0.27		0.992475		1.20647
0.271		0.989228		1.20249
0.272		0.986003		1.19853
0.273		0.982798		1.1946
0.274		0.979613		1.19069
0.275		0.976449		1.18681
0.276		0.973304		1.18295
0.277		0.970179		1.17912
0.278		0.967074		1.17531
0.279		0.963988		1.17153
0.28		0.960922		1.16777
0.281		0.957874		1.16403
0.282		0.954845		1.16031
0.283		0.951836		1.15662
0.284		0.948844		1.15295
0.285		0.945871		1.14931
0.286		0.942917		1.14569
0.287		0.93998		1.14209
0.288		0.937061		1.13851
0.289		0.93416		1.13495
0.29		0.931276		1.13141
0.291		0.92841		1.1279
0.292		0.925562		1.12441
0.293		0.92273		1.12094
0.294		0.919915		1.11749
0.295		0.917117		1.11406
0.296		0.914336		1.11065
0.297		0.911571		1.10726
0.298		0.908823		1.10389
0.299		0.906091		1.10054
0.3		0.903375		1.09721
0.301		0.900675		1.0939
0.302		0.89799		1.09061
0.303		0.895322		1.08734
0.304		0.892669		1.08409
0.305		0.890031		1.08086
0.306		0.887409		1.07764
0.307		0.884802		1.07445
0.308		0.88221		1.07127
0.309		0.879632		1.06811
0.31		0.87707		1.06497
0.311		0.874522		1.06185
0.312		0.871988		1.05875
0.313		0.86947		1.05566
0.314		0.866965		1.05259
0.315		0.864474		1.04954
0.316		0.861998		1.04651
0.317		0.859535		1.04349
0.318		0.857086		1.04049
0.319		0.854651		1.03751
0.32		0.85223		1.03454
0.321		0.849822		1.03159
0.322		0.847427		1.02866
0.323		0.845045		1.02574
0.324		0.842677		1.02284
0.325		0.840322		1.01996
0.326		0.837979		1.01709
0.327		0.83565		1.01424
0.328		0.833333		1.0114
0.329		0.831029		1.00858
0.33		0.828737		1.00577
0.331		0.826458		1.00298
0.332		0.82419		1.00021
0.333		0.821936		0.997446
0.334		0.819693		0.9947
0.335		0.817462		0.991969
0.336		0.815243		0.989253
0.337		0.813036		0.986551
0.338		0.810841		0.983864
0.339		0.808657		0.981191
0.34		0.806485		0.978532
0.341		0.804324		0.975888
0.342		0.802175		0.973257
0.343		0.800037		0.970641
0.344		0.79791		0.968038
0.345		0.795795		0.965449
0.346		0.79369		0.962873
0.347		0.791596		0.960311
0.348		0.789513		0.957762
0.349		0.787441		0.955227
0.35		0.785379		0.952704
0.351		0.783328		0.950195
0.352		0.781288		0.947698
0.353		0.779258		0.945215
0.354		0.777238		0.942744
0.355		0.775228		0.940286
0.356		0.773229		0.93784
0.357		0.77124		0.935407
0.358		0.769261		0.932987
0.359		0.767292		0.930578
0.36		0.765333		0.928182
0.361		0.763383		0.925798
0.362		0.761443		0.923426
0.363		0.759513		0.921065
0.364		0.757593		0.918717
0.365		0.755682		0.91638
0.366		0.75378		0.914055
0.367		0.751888		0.911741
0.368		0.750006		0.909439
0.369		0.748132		0.907149
0.37		0.746268		0.904869
0.371		0.744412		0.902601
0.372		0.742566		0.900344
0.373		0.740729		0.898098
0.374		0.7389		0.895863
0.375		0.737081		0.893639
0.376		0.73527		0.891426
0.377		0.733468		0.889223
0.378		0.731675		0.887031
0.379		0.72989		0.88485
0.38		0.728114		0.882679
0.381		0.726346		0.880519
0.382		0.724586		0.878369
0.383		0.722835		0.876229
0.384		0.721093		0.8741
0.385		0.719358		0.87198
0.386		0.717632		0.869871
0.387		0.715913		0.867772
0.388		0.714203		0.865682
0.389		0.712501		0.863603
0.39		0.710807		0.861533
0.391		0.70912		0.859473
0.392		0.707442		0.857422
0.393		0.705771		0.855381
0.394		0.704108		0.85335
0.395		0.702452		0.851328
0.396		0.700805		0.849316
0.397		0.699164		0.847312
0.398		0.697532		0.845318
0.399		0.695906		0.843334
0.4		0.694288		0.841358
0.401		0.692678		0.839391
0.402		0.691075		0.837434
0.403		0.689479		0.835485
0.404		0.68789		0.833545
0.405		0.686308		0.831614
0.406		0.684734		0.829692
0.407		0.683166		0.827778
0.408		0.681606		0.825873
0.409		0.680052		0.823977
0.41		0.678506		0.822089
0.411		0.676966		0.820209
0.412		0.675433		0.818338
0.413		0.673907		0.816475
0.414		0.672388		0.814621
0.415		0.670875		0.812775
0.416		0.669369		0.810937
0.417		0.667869		0.809107
0.418		0.666376		0.807285
0.419		0.66489		0.805471
0.42		0.66341		0.803665
0.421		0.661937		0.801868
0.422		0.660469		0.800077
0.423		0.659009		0.798295
0.424		0.657554		0.796521
0.425		0.656106		0.794754
0.426		0.654664		0.792995
0.427		0.653228		0.791243
0.428		0.651799		0.789499
0.429		0.650375		0.787763
0.43		0.648957		0.786033
0.431		0.647546		0.784312
0.432		0.64614		0.782597
0.433		0.644741		0.78089
0.434		0.643347		0.779191
0.435		0.641959		0.777498
0.436		0.640577		0.775813
0.437		0.639201		0.774135
0.438		0.637831		0.772464
0.439		0.636466		0.7708
0.44		0.635107		0.769142
0.441		0.633754		0.767492
0.442		0.632406		0.765849
0.443		0.631064		0.764213
0.444		0.629727		0.762583
0.445		0.628396		0.76096
0.446		0.62707		0.759344
0.447		0.62575		0.757735
0.448		0.624435		0.756132
0.449		0.623126		0.754536
0.45		0.621822		0.752946
0.451		0.620523		0.751363
0.452		0.619229		0.749787
0.453		0.617941		0.748217
0.454		0.616658		0.746653
0.455		0.61538		0.745096
0.456		0.614107		0.743545
0.457		0.61284		0.742
0.458		0.611577		0.740461
0.459		0.61032		0.738929
0.46		0.609067		0.737403
0.461		0.60782		0.735883
0.462		0.606577		0.734369
0.463		0.60534		0.732861
0.464		0.604107		0.731359
0.465		0.602879		0.729864
0.466		0.601656		0.728374
0.467		0.600438		0.72689
0.468		0.599224		0.725412
0.469		0.598016		0.72394
0.47		0.596812		0.722473
0.471		0.595613		0.721013
0.472		0.594418		0.719558
0.473		0.593228		0.718109
0.474		0.592043		0.716665
0.475		0.590862		0.715227
0.476		0.589686		0.713795
0.477		0.588515		0.712368
0.478		0.587348		0.710947
0.479		0.586185		0.709531
0.48		0.585027		0.708121
0.481		0.583873		0.706717
0.482		0.582724		0.705317
0.483		0.581579		0.703923
0.484		0.580439		0.702535
0.485		0.579303		0.701152
0.486		0.578171		0.699774
0.487		0.577043		0.698401
0.488		0.57592		0.697033
0.489		0.574801		0.695671
0.49		0.573686		0.694314
0.491		0.572575		0.692962
0.492		0.571469		0.691615
0.493		0.570366		0.690273
0.494		0.569268		0.688937
0.495		0.568174		0.687605
0.496		0.567083		0.686278
0.497		0.565997		0.684956
0.498		0.564915		0.68364
0.499		0.563837		0.682328
0.5		0.562763		0.681021
0.501		0.561693		0.679719
0.502		0.560627		0.678421
0.503		0.559565		0.677129
0.504		0.558506		0.675841
0.505		0.557452		0.674558
0.506		0.556401		0.67328
0.507		0.555354		0.672006
0.508		0.554311		0.670737
0.509		0.553272		0.669473
0.51		0.552236		0.668213
0.511		0.551205		0.666958
0.512		0.550177		0.665707
0.513		0.549152		0.664461
0.514		0.548132		0.66322
0.515		0.547115		0.661983
0.516		0.546101		0.660751
0.517		0.545092		0.659522
0.518		0.544085		0.658299
0.519		0.543083		0.65708
0.52		0.542084		0.655865
0.521		0.541089		0.654654
0.522		0.540097		0.653448
0.523		0.539108		0.652246
0.524		0.538123		0.651048
0.525		0.537142		0.649855
0.526		0.536164		0.648666
0.527		0.535189		0.647481
0.528		0.534218		0.6463
0.529		0.533251		0.645124
0.53		0.532286		0.643951
0.531		0.531325		0.642783
0.532		0.530368		0.641619
0.533		0.529413		0.640459
0.534		0.528462		0.639302
0.535		0.527515		0.63815
0.536		0.52657		0.637002
0.537		0.525629		0.635858
0.538		0.524691		0.634718
0.539		0.523756		0.633582
0.54		0.522825		0.63245
0.541		0.521897		0.631322
0.542		0.520972		0.630197
0.543		0.52005		0.629077
0.544		0.519131		0.62796
0.545		0.518215		0.626847
0.546		0.517302		0.625738
0.547		0.516393		0.624633
0.548		0.515487		0.623531
0.549		0.514583		0.622434
0.55		0.513683		0.62134
0.551		0.512786		0.620249
0.552		0.511891		0.619163
0.553		0.511		0.61808
0.554		0.510112		0.617001
0.555		0.509226		0.615925
0.556		0.508344		0.614853
0.557		0.507465		0.613785
0.558		0.506588		0.61272
0.559		0.505715		0.611658
0.56		0.504844		0.610601
0.561		0.503976		0.609547
0.562		0.503111		0.608496
0.563		0.502249		0.607449
0.564		0.50139		0.606405
0.565		0.500534		0.605365
0.566		0.49968		0.604328
0.567		0.498829		0.603294
0.568		0.497981		0.602264
0.569		0.497136		0.601238
0.57		0.496293		0.600215
0.571		0.495454		0.599195
0.572		0.494617		0.598178
0.573		0.493782		0.597165
0.574		0.492951		0.596155
0.575		0.492122		0.595149
0.576		0.491296		0.594145
0.577		0.490472		0.593145
0.578		0.489651		0.592148
0.579		0.488833		0.591155
0.58		0.488017		0.590164
0.581		0.487204		0.589177
0.582		0.486394		0.588193
0.583		0.485586		0.587212
0.584		0.484781		0.586235
0.585		0.483978		0.58526
0.586		0.483178		0.584289
0.587		0.48238		0.58332
0.588		0.481585		0.582355
0.589		0.480793		0.581393
0.59		0.480003		0.580434
0.591		0.479215		0.579478
0.592		0.47843		0.578525
0.593		0.477647		0.577575
0.594		0.476867		0.576628
0.595		0.476089		0.575684
0.596		0.475314		0.574743
0.597		0.474541		0.573804
0.598		0.473771		0.572869
0.599		0.473003		0.571937
0.6		0.472237		0.571008
0.601		0.471474		0.570081
0.602		0.470713		0.569158
0.603		0.469954		0.568237
0.604		0.469198		0.56732
0.605		0.468444		0.566405
0.606		0.467692		0.565493
0.607		0.466943		0.564583
0.608		0.466196		0.563677
0.609		0.465452		0.562773
0.61		0.464709		0.561872
0.611		0.463969		0.560974
0.612		0.463231		0.560079
0.613		0.462496		0.559186
0.614		0.461762		0.558297
0.615		0.461031		0.557409
0.616		0.460302		0.556525
0.617		0.459575		0.555643
0.618		0.458851		0.554764
0.619		0.458129		0.553888
0.62		0.457408		0.553014
0.621		0.45669		0.552143
0.622		0.455975		0.551275
0.623		0.455261		0.550409
0.624		0.454549		0.549546
0.625		0.45384		0.548685
0.626		0.453133		0.547827
0.627		0.452427		0.546972
0.628		0.451724		0.546119
0.629		0.451023		0.545269
0.63		0.450324		0.544421
0.631		0.449628		0.543576
0.632		0.448933		0.542733
0.633		0.44824		0.541893
0.634		0.447549		0.541055
0.635		0.446861		0.54022
0.636		0.446174		0.539387
0.637		0.44549		0.538557
0.638		0.444807		0.537729
0.639		0.444126		0.536904
0.64		0.443448		0.536081
0.641		0.442771		0.53526
0.642		0.442097		0.534442
0.643		0.441424		0.533626
0.644		0.440753		0.532813
0.645		0.440085		0.532002
0.646		0.439418		0.531194
0.647		0.438753		0.530387
0.648		0.43809		0.529584
0.649		0.437429		0.528782
0.65		0.43677		0.527983
0.651		0.436113		0.527186
0.652		0.435457		0.526391
0.653		0.434804		0.525599
0.654		0.434152		0.524809
0.655		0.433503		0.524021
0.656		0.432855		0.523236
0.657		0.432209		0.522453
0.658		0.431565		0.521672
0.659		0.430922		0.520893
0.66		0.430282		0.520117
0.661		0.429643		0.519342
0.662		0.429006		0.51857
0.663		0.428371		0.5178
0.664		0.427738		0.517033
0.665		0.427106		0.516267
0.666		0.426477		0.515504
0.667		0.425849		0.514743
0.668		0.425223		0.513984
0.669		0.424598		0.513227
0.67		0.423976		0.512472
0.671		0.423355		0.51172
