0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		0.933863		0.992511
0.004		2.1967		2.33865
0.005		3.35854		3.5928
0.006		4.19544		4.51665
0.007		4.72595		5.12211
0.008		5.03626		5.49406
0.009		5.20514		5.71284
0.01		5.28783		5.83608
0.011		5.31925		5.90093
0.012		5.32037		5.93016
0.013		5.30358		5.93741
0.014		5.27609		5.93081
0.015		5.24212		5.91518
0.016		5.20417		5.89346
0.017		5.16375		5.86745
0.018		5.12177		5.83827
0.019		5.0788		5.80668
0.02		5.03521		5.77318
0.021		4.99125		5.73811
0.022		4.94708		5.70174
0.023		4.90281		5.66427
0.024		4.85854		5.62586
0.025		4.81433		5.58665
0.026		4.77021		5.54674
0.027		4.72624		5.50624
0.028		4.68243		5.46522
0.029		4.63883		5.42378
0.03		4.59544		5.38198
0.031		4.55229		5.33988
0.032		4.50941		5.29755
0.033		4.4668		5.25504
0.034		4.42448		5.21241
0.035		4.38247		5.16969
0.036		4.34078		5.12695
0.037		4.29942		5.08421
0.038		4.25842		5.04152
0.039		4.21777		4.99891
0.04		4.17748		4.95642
0.041		4.13758		4.91408
0.042		4.09806		4.87192
0.043		4.05894		4.82995
0.044		4.02022		4.78822
0.045		3.98191		4.74673
0.046		3.94402		4.70552
0.047		3.90654		4.66459
0.048		3.86949		4.62396
0.049		3.83287		4.58366
0.05		3.79668		4.54369
0.051		3.76091		4.50407
0.052		3.72559		4.4648
0.053		3.69069		4.4259
0.054		3.65623		4.38737
0.055		3.62221		4.34922
0.056		3.58862		4.31146
0.057		3.55546		4.2741
0.058		3.52273		4.23713
0.059		3.49042		4.20056
0.06		3.45855		4.1644
0.061		3.4271		4.12863
0.062		3.39606		4.09328
0.063		3.36545		4.05833
0.064		3.33524		4.02379
0.065		3.30545		3.98966
0.066		3.27606		3.95593
0.067		3.24707		3.9226
0.068		3.21847		3.88968
0.069		3.19027		3.85716
0.07		3.16246		3.82503
0.071		3.13502		3.7933
0.072		3.10797		3.76197
0.073		3.08128		3.73102
0.074		3.05497		3.70046
0.075		3.02901		3.67028
0.076		3.00342		3.64048
0.077		2.97817		3.61106
