0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		-nan(ind)		-nan(ind)
0.004		-nan(ind)		-nan(ind)
0.005		-nan(ind)		-nan(ind)
0.006		13.2131		15.2958
0.007		13.2091		15.4137
0.008		13.0701		15.352
0.009		12.8784		15.2104
0.01		12.6678		15.0324
0.011		12.4519		14.8366
0.012		12.2356		14.6308
0.013		12.02		14.4181
0.014		11.8055		14.2
0.015		11.5917		13.9773
0.016		11.3786		13.7506
0.017		11.1665		13.5209
0.018		10.9554		13.2889
0.019		10.7459		13.0557
0.02		10.5382		12.8221
0.021		10.333		12.589
0.022		10.1305		12.3571
0.023		9.93107		12.1273
0.024		9.73515		11.9001
0.025		9.54297		11.6761
0.026		9.35473		11.4556
0.027		9.17062		11.2391
0.028		8.99076		11.0267
0.029		8.81523		10.8188
0.03		8.64407		10.6155
0.031		8.47731		10.4168
0.032		8.31493		10.2229
0.033		8.1569		10.0337
0.034		8.00317		9.84931
0.035		7.85368		9.66964
0.036		7.70834		9.49467
0.037		7.56707		9.32431
0.038		7.42978		9.1585
0.039		7.29636		8.99715
0.04		7.16672		8.84015
0.041		7.04076		8.68742
0.042		6.91835		8.53883
0.043		6.79941		8.39429
0.044		6.68381		8.25368
0.045		6.57147		8.11689
0.046		6.46226		7.98381
0.047		6.3561		7.85432
0.048		6.25287		7.72832
0.049		6.15249		7.6057
0.05		6.05486		7.48635
0.051		5.95988		7.37016
0.052		5.86747		7.25705
0.053		5.77753		7.1469
0.054		5.69		7.03963
0.055		5.60477		6.93513
0.056		5.52178		6.83332
0.057		5.44095		6.73411
0.058		5.3622		6.63742
0.059		5.28547		6.54316
0.06		5.21068		6.45125
0.061		5.13778		6.36162
0.062		5.0667		6.27419
0.063		4.99737		6.18889
0.064		4.92974		6.10566
0.065		4.86376		6.02442
0.066		4.79937		5.94512
0.067		4.73651		5.86768
0.068		4.67514		5.79206
0.069		4.61522		5.71819
0.07		4.55668		5.64602
0.071		4.4995		5.57549
0.072		4.44362		5.50656
0.073		4.389		5.43917
0.074		4.33561		5.37328
0.075		4.28341		5.30884
0.076		4.23236		5.24581
0.077		4.18243		5.18414
0.078		4.13357		5.1238
0.079		4.08577		5.06474
0.08		4.03898		5.00693
0.081		3.99318		4.95033
0.082		3.94833		4.8949
0.083		3.90442		4.84062
0.084		3.86141		4.78744
0.085		3.81927		4.73533
0.086		3.77799		4.68428
0.087		3.73753		4.63423
0.088		3.69788		4.58518
0.089		3.659		4.53708
0.09		3.62089		4.48992
0.091		3.58351		4.44366
0.092		3.54685		4.39829
0.093		3.51089		4.35377
0.094		3.47561		4.31009
0.095		3.44099		4.26723
0.096		3.40702		4.22515
0.097		3.37366		4.18385
0.098		3.34092		4.1433
0.099		3.30878		4.10348
0.1		3.27721		4.06437
0.101		3.2462		4.02596
0.102		3.21575		3.98822
0.103		3.18583		3.95114
0.104		3.15643		3.9147
0.105		3.12754		3.8789
0.106		3.09914		3.8437
0.107		3.07123		3.8091
0.108		3.04379		3.77508
0.109		3.01682		3.74163
0.11		2.99029		3.70873
0.111		2.9642		3.67638
0.112		2.93853		3.64455
0.113		2.91329		3.61324
0.114		2.88845		3.58243
0.115		2.86402		3.55212
0.116		2.83997		3.52228
0.117		2.8163		3.49291
0.118		2.79301		3.46401
0.119		2.77008		3.43555
0.12		2.7475		3.40753
0.121		2.72527		3.37994
0.122		2.70338		3.35277
0.123		2.68182		3.326
0.124		2.66059		3.29964
0.125		2.63967		3.27367
0.126		2.61907		3.24809
0.127		2.59877		3.22288
0.128		2.57876		3.19804
0.129		2.55905		3.17356
0.13		2.53963		3.14943
0.131		2.52048		3.12564
0.132		2.5016		3.10219
0.133		2.483		3.07908
0.134		2.46465		3.05629
0.135		2.44657		3.03381
0.136		2.42873		3.01165
0.137		2.41114		2.98979
0.138		2.39379		2.96823
0.139		2.37668		2.94696
0.14		2.35981		2.92598
0.141		2.34315		2.90528
0.142		2.32673		2.88486
0.143		2.31052		2.8647
0.144		2.29452		2.84482
0.145		2.27874		2.82519
0.146		2.26316		2.80582
0.147		2.24779		2.78669
0.148		2.23261		2.76782
0.149		2.21763		2.74918
0.15		2.20284		2.73078
0.151		2.18823		2.71262
0.152		2.17382		2.69468
0.153		2.15958		2.67697
0.154		2.14552		2.65947
0.155		2.13163		2.64219
0.156		2.11792		2.62513
0.157		2.10437		2.60827
0.158		2.09099		2.59162
0.159		2.07777		2.57516
0.16		2.06471		2.55891
0.161		2.05181		2.54285
0.162		2.03906		2.52697
0.163		2.02647		2.51129
0.164		2.01402		2.49579
0.165		2.00171		2.48047
0.166		1.98956		2.46533
0.167		1.97754		2.45037
0.168		1.96566		2.43557
0.169		1.95391		2.42095
0.17		1.94231		2.40649
0.171		1.93083		2.39219
0.172		1.91948		2.37806
0.173		1.90826		2.36408
0.174		1.89717		2.35026
0.175		1.8862		2.33659
0.176		1.87535		2.32308
0.177		1.86462		2.30971
0.178		1.85401		2.29649
0.179		1.84351		2.28341
0.18		1.83313		2.27047
0.181		1.82286		2.25767
0.182		1.8127		2.24501
0.183		1.80265		2.23248
