0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		-nan(ind)		-nan(ind)
0.004		-nan(ind)		-nan(ind)
0.005		10.9154		12.3774
0.006		11.4814		13.1731
0.007		11.6254		13.4659
0.008		11.5797		13.5174
0.009		11.4504		13.4523
0.01		11.2861		13.3304
0.011		11.1091		13.1805
0.012		10.9293		13.0167
0.013		10.7504		12.8455
0.014		10.5738		12.6699
0.015		10.3995		12.4913
0.016		10.2271		12.3102
0.017		10.0564		12.1271
0.018		9.88702		11.9423
0.019		9.71896		11.7563
0.02		9.55219		11.5695
0.021		9.38682		11.3823
0.022		9.22301		11.1953
0.023		9.06096		11.009
0.024		8.90089		10.8237
0.025		8.74302		10.6401
0.026		8.58753		10.4583
0.027		8.4346		10.2788
0.028		8.28439		10.1018
0.029		8.13703		9.92763
0.03		7.9926		9.75644
0.031		7.8512		9.5884
0.032		7.71288		9.42363
0.033		7.57766		9.26223
0.034		7.44557		9.10425
0.035		7.3166		8.94973
0.036		7.19074		8.7987
0.037		7.06796		8.65115
0.038		6.94824		8.50707
0.039		6.83152		8.36642
0.04		6.71775		8.22916
0.041		6.60688		8.09526
0.042		6.49885		7.96464
0.043		6.3936		7.83726
0.044		6.29105		7.71304
0.045		6.19114		7.59191
0.046		6.09381		7.4738
0.047		5.99898		7.35865
0.048		5.90658		7.24637
0.049		5.81655		7.13688
0.05		5.72882		7.03012
0.051		5.64331		6.926
0.052		5.55997		6.82446
0.053		5.47873		6.72542
0.054		5.39952		6.62881
0.055		5.32228		6.53456
0.056		5.24695		6.44259
0.057		5.17348		6.35284
0.058		5.1018		6.26524
0.059		5.03186		6.17974
0.06		4.96361		6.09626
0.061		4.89699		6.01474
0.062		4.83195		5.93513
0.063		4.76844		5.85737
0.064		4.70642		5.78141
0.065		4.64584		5.70718
0.066		4.58665		5.63463
0.067		4.52882		5.56372
0.068		4.4723		5.4944
0.069		4.41705		5.42662
0.07		4.36303		5.36033
0.071		4.3102		5.29549
0.072		4.25854		5.23205
0.073		4.20799		5.16998
0.074		4.15854		5.10924
0.075		4.11015		5.04978
0.076		4.06278		4.99157
0.077		4.01641		4.93458
0.078		3.97101		4.87876
0.079		3.92655		4.82409
0.08		3.883		4.77053
0.081		3.84034		4.71805
0.082		3.79854		4.66662
0.083		3.75758		4.61621
0.084		3.71743		4.56679
0.085		3.67808		4.51834
0.086		3.63949		4.47083
0.087		3.60165		4.42423
0.088		3.56453		4.37853
0.089		3.52813		4.33368
0.09		3.49241		4.28968
0.091		3.45737		4.2465
0.092		3.42298		4.20412
0.093		3.38922		4.16251
0.094		3.35608		4.12166
0.095		3.32354		4.08155
0.096		3.29159		4.04216
0.097		3.26021		4.00347
0.098		3.22939		3.96546
0.099		3.19912		3.92812
0.1		3.16937		3.89142
0.101		3.14014		3.85536
0.102		3.11141		3.81992
0.103		3.08317		3.78507
0.104		3.05541		3.75082
0.105		3.02812		3.71714
0.106		3.00129		3.68402
0.107		2.9749		3.65144
0.108		2.94894		3.6194
0.109		2.92341		3.58788
0.11		2.8983		3.55687
0.111		2.87359		3.52635
0.112		2.84927		3.49632
0.113		2.82534		3.46677
0.114		2.80179		3.43767
0.115		2.7786		3.40904
0.116		2.75578		3.38084
0.117		2.73331		3.35308
0.118		2.71118		3.32574
0.119		2.6894		3.29882
0.12		2.66794		3.2723
0.121		2.6468		3.24617
0.122		2.62598		3.22044
0.123		2.60546		3.19508
0.124		2.58525		3.1701
0.125		2.56533		3.14548
0.126		2.54571		3.12122
0.127		2.52636		3.0973
0.128		2.5073		3.07373
0.129		2.4885		3.05049
0.13		2.46998		3.02758
0.131		2.45171		3.00499
0.132		2.43369		2.98271
0.133		2.41593		2.96074
0.134		2.39841		2.93907
0.135		2.38114		2.9177
0.136		2.36409		2.89662
0.137		2.34728		2.87583
0.138		2.3307		2.85531
0.139		2.31433		2.83506
0.14		2.29819		2.81509
0.141		2.28225		2.79537
0.142		2.26653		2.77592
0.143		2.25101		2.75672
0.144		2.23569		2.73776
0.145		2.22057		2.71905
0.146		2.20565		2.70058
0.147		2.19091		2.68235
0.148		2.17636		2.66434
0.149		2.162		2.64656
0.15		2.14781		2.62901
0.151		2.13381		2.61167
0.152		2.11997		2.59454
0.153		2.10631		2.57763
0.154		2.09281		2.56092
0.155		2.07948		2.54442
0.156		2.0663		2.52811
0.157		2.05329		2.512
0.158		2.04043		2.49608
0.159		2.02773		2.48036
0.16		2.01518		2.46482
0.161		2.00277		2.44946
0.162		1.99051		2.43428
0.163		1.97839		2.41928
0.164		1.96642		2.40445
0.165		1.95458		2.38979
0.166		1.94288		2.3753
0.167		1.93131		2.36098
0.168		1.91987		2.34681
0.169		1.90856		2.33281
0.17		1.89738		2.31897
0.171		1.88633		2.30528
0.172		1.87539		2.29174
0.173		1.86458		2.27835
0.174		1.85389		2.26511
0.175		1.84331		2.25201
0.176		1.83285		2.23906
0.177		1.8225		2.22625
0.178		1.81227		2.21357
0.179		1.80214		2.20104
0.18		1.79213		2.18863
0.181		1.78221		2.17636
0.182		1.77241		2.16422
0.183		1.76271		2.1522
