0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		0.00718237		0.00451467
0.004		0.0111708		0.00655271
0.005		0.0141925		0.00705484
0.006		0.0175493		0.00658567
0.007		0.0224508		0.00585037
0.008		0.0292799		0.0054261
0.009		0.0377584		0.00570797
0.01		0.0472901		0.00665506
0.011		0.057228		0.00792233
0.012		0.0670273		0.00920756
0.013		0.0763048		0.0103461
0.014		0.0848392		0.0112775
0.015		0.0925411		0.012005
0.016		0.0994132		0.0125647
0.017		0.105512		0.0130045
0.018		0.110921		0.0133705
0.019		0.115726		0.0136989
0.02		0.120007		0.014013
0.021		0.123832		0.0143241
0.022		0.127255		0.0146335
0.023		0.130316		0.0149359
0.024		0.133045		0.0152225
0.025		0.135466		0.0154834
0.026		0.137593		0.0157097
0.027		0.139442		0.0158939
0.028		0.141023		0.0160308
0.029		0.142349		0.0161174
0.03		0.143429		0.0161526
0.031		0.144277		0.0161373
0.032		0.144905		0.0160736
0.033		0.145327		0.0159648
0.034		0.145556		0.0158149
0.035		0.145609		0.0156281
0.036		0.145499		0.0154094
0.037		0.145242		0.0151632
0.038		0.144853		0.0148942
0.039		0.144346		0.0146069
0.04		0.143734		0.0143054
0.041		0.143032		0.0139934
0.042		0.142252		0.0136744
0.043		0.141406		0.0133515
0.044		0.140504		0.0130274
0.045		0.139557		0.0127046
0.046		0.138575		0.012385
0.047		0.137566		0.0120705
0.048		0.136538		0.0117626
0.049		0.135498		0.0114624
0.05		0.134453		0.0111709
0.051		0.133407		0.0108889
0.052		0.132367		0.0106171
0.053		0.131337		0.0103559
0.054		0.130321		0.0101056
0.055		0.129323		0.0098664
0.056		0.128346		0.00963837
0.057		0.127392		0.00942155
0.058		0.126464		0.00921585
0.059		0.125565		0.00902116
0.06		0.124695		0.0088373
0.061		0.123857		0.00866406
0.062		0.123051		0.00850119
0.063		0.12228		0.00834844
0.064		0.121543		0.00820551
0.065		0.120841		0.00807213
0.066		0.120175		0.00794798
0.067		0.119546		0.00783278
0.068		0.118952		0.00772622
0.069		0.118396		0.007628
0.07		0.117877		0.00753785
0.071		0.117394		0.00745549
0.072		0.116948		0.00738064
0.073		0.116538		0.00731304
0.074		0.116165		0.00725245
0.075		0.115828		0.00719864
0.076		0.115526		0.00715137
0.077		0.11526		0.00711044
0.078		0.115028		0.00707565
0.079		0.114831		0.00704681
0.08		0.114668		0.00702373
0.081		0.114539		0.00700625
0.082		0.114442		0.00699421
0.083		0.114378		0.00698746
0.084		0.114346		0.00698584
0.085		0.114345		0.00698923
0.086		0.114375		0.0069975
0.087		0.114435		0.0070105
0.088		0.114525		0.00702813
0.089		0.114644		0.00705027
0.09		0.114792		0.00707679
0.091		0.114968		0.00710759
0.092		0.11517		0.00714256
0.093		0.1154		0.00718158
0.094		0.115656		0.00722455
0.095		0.115937		0.00727136
0.096		0.116244		0.0073219
0.097		0.116575		0.00737607
0.098		0.11693		0.00743376
0.099		0.117308		0.00749486
0.1		0.117709		0.00755927
0.101		0.118132		0.00762687
0.102		0.118577		0.00769757
0.103		0.119043		0.00777125
0.104		0.11953		0.00784779
0.105		0.120037		0.00792711
0.106		0.120563		0.00800908
0.107		0.121109		0.0080936
0.108		0.121673		0.00818056
0.109		0.122255		0.00826985
0.11		0.122855		0.00836136
0.111		0.123472		0.00845499
0.112		0.124106		0.00855063
0.113		0.124755		0.00864818
0.114		0.125421		0.00874752
0.115		0.126102		0.00884856
0.116		0.126798		0.0089512
0.117		0.127508		0.00905532
0.118		0.128232		0.00916084
0.119		0.12897		0.00926765
0.12		0.129721		0.00937566
0.121		0.130485		0.00948477
0.122		0.131261		0.00959488
0.123		0.132049		0.00970591
0.124		0.132848		0.00981776
0.125		0.133659		0.00993035
0.126		0.134481		0.0100436
0.127		0.135313		0.0101574
0.128		0.136155		0.0102717
0.129		0.137007		0.0103863
0.13		0.137868		0.0105013
0.131		0.138739		0.0106166
0.132		0.139618		0.010732
0.133		0.140505		0.0108475
0.134		0.141401		0.010963
0.135		0.142304		0.0110785
0.136		0.143215		0.0111939
0.137		0.144133		0.011309
0.138		0.145058		0.011424
0.139		0.14599		0.0115386
0.14		0.146927		0.0116529
0.141		0.147871		0.0117668
0.142		0.14882		0.0118801
0.143		0.149775		0.011993
0.144		0.150735		0.0121052
0.145		0.151699		0.0122169
0.146		0.152669		0.0123278
0.147		0.153642		0.012438
0.148		0.15462		0.0125475
