0.001		-nan(ind)		-nan(ind)
0.002		-nan(ind)		-nan(ind)
0.003		0.0132011		0
0.004		0.0123043		0
0.005		0.0103613		0
0.006		0.0085705		0
0.007		0.00715162		0
0.008		0.00606669		0
0.009		0.00523729		0
0.01		0.00459702		0
0.011		0.00409962		0
0.012		0.0037169		0
0.013		0.00343515		0
0.014		0.00325176		0
0.015		0.00317215		0
0.016		0.00320712		0
0.017		0.00337047		0
0.018		0.00367713		0
0.019		0.00414161		0
0.02		0.00477688		0
0.021		0.00559361		0
0.022		0.00659961		0
0.023		0.00779968		0
0.024		0.00919546		0
0.025		0.0107856		0
0.026		0.0125657		0
0.027		0.0145292		0
0.028		0.0166669		0
0.029		0.018968		0
0.03		0.0214198		0
0.031		0.0240089		0
0.032		0.0267208		0
0.033		0.0295407		0
0.034		0.0324533		0
0.035		0.0354439		0
0.036		0.0384977		0
0.037		0.0416005		0
0.038		0.0447389		0
0.039		0.0479002		0
0.04		0.0510725		0
0.041		0.0542451		0
0.042		0.0574081		0
0.043		0.0605526		0
0.044		0.0636707		0
0.045		0.0667555		0
0.046		0.069801		0
0.047		0.0728022		0
0.048		0.0757547		0
0.049		0.0786552		0
0.05		0.0815009		0
0.051		0.0842897		0
0.052		0.0870201		0
0.053		0.0896912		0
0.054		0.0923024		0
0.055		0.0948538		0
0.056		0.0973457		0
0.057		0.0997786		0
0.058		0.102154		0
0.059		0.104472		0
0.06		0.106735		0
0.061		0.108943		0
0.062		0.1111		0
0.063		0.113206		0
0.064		0.115263		0
0.065		0.117273		0
0.066		0.119239		0
0.067		0.121162		0
0.068		0.123043		0
0.069		0.124886		0
0.07		0.126691		0
0.071		0.128461		0
0.072		0.130198		0
0.073		0.131903		0
0.074		0.133579		0
0.075		0.135227		0
0.076		0.136848		0
0.077		0.138445		0
0.078		0.140019		0
0.079		0.141572		0
0.08		0.143105		0
0.081		0.144619		0
0.082		0.146116		0
0.083		0.147598		0
0.084		0.149065		0
0.085		0.150519		0
0.086		0.15196		0
0.087		0.153391		0
0.088		0.154812		0
0.089		0.156224		0
0.09		0.157628		0
0.091		0.159025		0
0.092		0.160415		0
0.093		0.161801		0
0.094		0.163182		0
0.095		0.164559		0
0.096		0.165933		0
0.097		0.167305		0
0.098		0.168675		0
0.099		0.170043		0
0.1		0.171411		0
0.101		0.172779		0
0.102		0.174148		0
0.103		0.175517		0
0.104		0.176887		0
0.105		0.178259		0
0.106		0.179633		0
0.107		0.18101		0
0.108		0.182389		0
0.109		0.183771		0
0.11		0.185157		0
0.111		0.186546		0
0.112		0.187938		0
0.113		0.189335		0
0.114		0.190736		0
0.115		0.192141		0
0.116		0.19355		0
0.117		0.194964		0
0.118		0.196383		0
0.119		0.197806		0
0.12		0.199235		0
0.121		0.200668		0
0.122		0.202106		0
0.123		0.203549		0
0.124		0.204997		0
0.125		0.20645		0
0.126		0.207908		0
0.127		0.209371		0
0.128		0.210839		0
0.129		0.212312		0
0.13		0.21379		0
0.131		0.215273		0
0.132		0.21676		0
0.133		0.218252		0
0.134		0.219749		0
0.135		0.22125		0
0.136		0.222755		0
0.137		0.224265		0
0.138		0.225779		0
0.139		0.227297		0
0.14		0.228819		0
0.141		0.230344		0
0.142		0.231874		0
0.143		0.233406		0
0.144		0.234942		0
0.145		0.236481		0
0.146		0.238024		0
0.147		0.239569		0
0.148		0.241116		0
0.149		0.242667		0
0.15		0.244219		0
0.151		0.245774		0
0.152		0.24733		0
0.153		0.248889		0
0.154		0.250449		0
0.155		0.252011		0
0.156		0.253573		0
